Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
EEDG,6304,001,,11,8,1,,,,,,,,,,,,,,1,"Kapoor, Bhanu",,,,,,bxk101000,bhanu kapoor
EEDG,6309,001,,7,3,4,3,,,,,,,,,,,,,0,"Makris, Georgios","Thiagarajan, Shiva Shankar",,,,,gxm112130,georgios makris
EEDG,6370,001,,2,8,2,,,,,,,,,,,,,,0,"Bhatia, Dinesh","Sears, Mark R",,,,,dinesh,dinesh bhatia
EEMF,6321,001,,16,5,,,,,,,,,,,,,,,0,"Frensley, William","Abousaba, Mohammad F",,,,,frensley,william frensley
EEMF,6322,001,,7,,4,,1,,,,,,,,,,,,0,"Lee, Jeong-Bong",,,,,,jblee,jeong bong lee
EEPE,6357,001,,5,3,,2,2,,3,,,,,,,,,,2,"Fahimi, Babak",,,,,,bxf102000,babak fahimi
EEPE,6398,001,,5,1,,5,,,2,,,,,1,,,,,1,"Gardner, Matthew C","Afshar, Mojtaba",,,,,mcg200004,matthew gardner
EERF,6311,501,,3,1,4,2,2,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson
EERF,6330,001,,1,2,3,8,,,,,,,,,,,,,0,Kenneth,"Shariff, Sarfraz H",,,,,kxo091000,kenneth
EERF,6355,001,,3,2,1,3,2,,,,,,,,,,,,0,"Saad, Ricardo E","Noor Shoudha, Shamman","Shariff, Sarfraz H",,,,rsaad,ricardo saad
EERF,6395,001,,5,1,2,2,,1,,,,,,,,,,,0,"Lehmann, Randall E","Medina, Oscar F",,,,,rel041000,randall lehmann
EERF,6396,001,,6,6,2,,1,,,,,,,,,,,,0,"Lehmann, Randall E","Baral, Ashwin Bhobani",,,,,rel041000,randall lehmann
EESC,6343,001,,5,1,2,,,,1,,,,,1,,,,,0,"Al-Dhahir, Naofal M",,,,,,nxa028000,naofal al dhahir
EESC,6395,001,,17,,,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,,laxman,lakshman tamil
ENGR,2300,001,5,4,5,5,5,3,3,1,5,1,,,2,,,,,2,"Mezenner, Rabah","Helwa, Sherief M","Tariq, Zaid Bin",,,,rxm129730,rabah mezenner
ENGR,2300,002,3,16,3,3,3,1,2,6,,,,1,1,,,,,1,"Heins, Matthew S","Abbas, Farhat",,,,,msh130130,matthew heins
ENGR,2300,003,,1,3,2,7,4,2,,,1,2,1,3,,,,,3,"Mezenner, Rabah","Tariq, Zaid Bin",,,,,rxm129730,rabah mezenner
ENGR,2300,004,7,7,6,2,7,1,2,1,2,,,1,1,,,,,0,"Heins, Matthew S","Abbas, Farhat","Thiagarajan, Shiva Shankar",,,,msh130130,matthew heins
ENGR,2300,005,,5,5,1,4,3,1,5,2,,,,8,,,,,2,"Heins, Matthew S","Thiagarajan, Shiva Shankar","Abbas, Farhat",,,,msh130130,matthew heins
ENGR,2300,006,6,25,1,2,6,1,2,,,,1,,1,,,,,1,"Ali, Mohammed Z","Ahmed, Sabrina","Gogineni, Susmitha",,,,mohammed,mohammed ali
ENGR,2300,007,2,7,6,3,7,1,4,1,2,2,,,2,,,,,1,"Mezenner, Rabah","Helwa, Sherief M",,,,,rxm129730,rabah mezenner
ENGR,2300,501,2,24,2,7,2,2,1,4,,,1,,,,,,,1,"Ali, Mohammed Z","Qiu, Yuning","Ahmed, Sabrina","Mohamed, Ahmed M",,,mohammed,mohammed ali
ENGR,3300,001,,4,,,1,,,4,1,,3,,4,,,,,1,"Lee, Jung S","Hassan, Rana A",,,,,jls032000,jung lee
ENGR,3300,002,1,7,,,7,,,12,5,2,5,,3,,,,,3,"Lee, Jung S","Kapoor, Pinky","Xie, Hao",,,,jls032000,jung lee
ENGR,3300,003,1,9,1,,4,,,6,8,2,9,,2,,,,,2,"Lee, Jung S","Hassan, Rana A","Jeong, Jinwon",,,,jls032000,jung lee
ENGR,3300,004,9,2,,1,1,4,1,2,8,,1,6,8,,,,,2,"Saad, Ricardo E","Noor Shoudha, Shamman",,,,,rsaad,ricardo saad
ENGR,3300,005,1,6,3,2,7,7,2,4,3,,2,3,2,,,,2,0,"VanDenberghe, William","Deylgat, Emeric M",,,,,wxv101020,william vandenberghe
ENGR,3300,006,,6,,1,10,5,,7,1,,4,,8,,,,1,1,"Florence, James M","Arunachalam, Ayush",,,,,jmf130530,james florence
ENGR,3300,501,,3,,1,3,,,5,1,3,2,2,1,,,,,4,"Lee, Jung S","Baral, Ashwin Bhobani",,,,,jls032000,jung lee
ENGR,3341,002,5,4,9,8,12,3,4,3,4,,,,,,,,,4,"Saquib, Mohammad","Olee, Shakil Mahmud",,,,,saquib,mohammad saquib
ENGR,3341,003,6,6,3,4,3,1,6,,3,,1,,9,,,,,2,"Nosratinia, Aria","Kapoor, Pinky",,,,,aria,aria nosratinia
ENGR,3341,004,1,13,2,6,14,6,4,2,2,,1,,2,,,,,2,"Saquib, Mohammad","Olee, Shakil Mahmud",,,,,saquib,mohammad saquib
ENGR,3341,005,1,10,3,3,6,4,4,14,3,,,,5,,,,,3,"Ali, Mohammed Z","Uddin, Mohammed Belal","Qiu, Yuning",,,,mohammed,mohammed ali
ENGY,3301,001,1,9,3,1,4,4,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley
ENGY,3302,001,11,3,3,3,,,,,,,,,1,,,,,0,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina
ENTP,3301,001,3,7,14,14,4,7,3,1,3,,,,1,,,,,2,"Choi, Emily","Li, Jianan",,,,,exc113230,emily choi
ENTP,3301,002,,6,18,16,7,1,1,,,,,,3,,,,,2,"Frazier, Leah",,,,,,lxf220000,leah frazier
ENTP,3301,003,,5,3,2,19,8,1,6,,,,,1,,,,,0,"Kimzey, Jackie",,,,,,jxk092000,jackie kimzey
ENTP,3301,004,8,18,14,3,6,7,,1,,,,1,,,,,,2,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENTP,3301,0W1,,19,,,27,,,4,,,1,,,,,,,0,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ENTP,3301,501,,3,4,10,15,8,5,,2,,,,,,,,,0,"Adler, John",,,,,,jxa220002,john adler
ENTP,3320,001,,5,11,2,2,,,1,,,,,,,,,,0,"Choi, Emily","Li, Jianan",,,,,exc113230,emily choi
ENTP,3360,001,,2,2,,5,2,,5,,,,,,,,,,0,"Park, Haemin","Park, Taeyoung",,,,,hxp174230,haemin park
ENTP,3360,002,,3,,1,10,4,,3,,,,,1,,,,,1,"Park, Haemin","Park, Taeyoung",,,,,hxp174230,haemin park
ENTP,4311,001,,15,,,20,,,16,,,3,,2,,,,,0,"Shah, Rajiv","Saxena, Rupali",,,,,rxs079000,rajiv shah
ENTP,4320,501,,8,8,8,12,7,1,3,,,,,,,,,,0,"Peck, Paul S",,,,,,psp012100,paul peck
ENTP,4340,501,12,25,16,23,28,22,11,10,2,,4,,,,,,,0,"Wright, Robert G","Kunchala, Venkata Sai Anuraag",,,,,rgw091000,robert wright
ENTP,6315,0W1,,5,3,5,2,2,,1,,,,,,,,,,1,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ENTP,6370,0W1,,10,13,3,15,4,,3,,,,,,,,,,1,"Kimzey, Jackie","Ganthi, Sai Padma Shree",,,,,jxk092000,jackie kimzey
ENTP,6370,501,,9,11,8,12,3,,1,,,,,,,,,,0,"Kimzey, Jackie",,,,,,jxk092000,jackie kimzey
ENTP,6375,501,,4,2,3,8,2,1,,,,,,,,,,,1,"Shah, Rajiv","Saxena, Rupali",,,,,rxs079000,rajiv shah
ENTP,6390,501,,15,4,1,,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENTP,6394,XS1,,5,7,8,8,,,,,,,,,,,,,1,"Kimzey, Jackie","Ganthi, Sai Padma Shree",,,,,jxk092000,jackie kimzey
ENTP,6398,501,,19,3,7,1,3,,,,,,,,,,,,0,"Shah, Rajiv",,,,,,rxs079000,rajiv shah
EPCS,2200,001,25,69,,,,,,,,,,,,,,,,1,"Rodriguez, Lucas C",,,,,,,lucas rodriguez
EPPS,2301,001,8,8,11,9,5,11,4,1,3,2,1,,6,,,,,1,"Parker, Misty D","Hollis, Camron",,,,,mxp045000,misty parker
EPPS,2301,002,,5,3,5,4,2,4,3,4,2,1,,1,,,,,1,"Johnson, Sara K",,,,,,skj170230,sara johnson
EPPS,2301,0W1,6,5,6,2,2,3,3,5,4,2,1,2,16,,,,,4,"Kosiewicz, Holly",,,,,,hxk200027,holly kosiewicz
EPPS,2302,001,4,2,1,4,1,1,1,,,1,,,,,,,,0,"Wu, Yanan",,,,,,,yanan wu
EPPS,2302,002,7,9,3,3,4,4,,1,1,,1,,,,,,,0,"Bray, Timothy M",,,,,,tmb021000,timothy bray
EPPS,2302,003,5,10,1,,3,2,2,3,2,,1,,6,,,,,0,"Griffith, Daniel A","Sanchez De La Rosa, Andres Ricardo",,,,,dtg170130,daniel griffith
EPPS,6313,501,,23,4,3,4,,,1,,,,,,,,,,0,"Grover, William C",,,,,,wcg071000,william grover
EPPS,6316,501,,9,8,5,4,,1,3,,,,,2,,,,,4,"D'Orazio, Vito","Meher, Shreyas R",,,,,vxd152030,vito dorazio
EPPS,6323,001,,5,3,2,,,,,,,,,,,,,,0,"Ho, Karl","Lee, Moonsoo",,,,,kxh022100,karl ho
EPPS,6352,001,,3,4,2,2,,,,,,,,,,,,,1,"Fass, Simon",,,,,,fass,simon fass
EPPS,6354,001,,7,,,6,,,,,,,,,,,,,0,"Ho, Karl","Lee, Moonsoo",,,,,kxh022100,karl ho
EPPS,7316,001,,1,6,3,1,,,1,,,,,,,,,,0,"Brandt, Patrick","Akarte, Prajakti V",,,,,pxb054000,patrick brandt
EPPS,7344,501,,4,3,,,2,,,,,,,,,,,1,0,"Tiefelsdorf, Michael","Chowdhury, Yeamin Faria",,,,,mrt052000,michael tiefelsdorf
EPPS,7386,0W1,,13,5,,,,,,,,,,1,,,,,1,"Ho, Karl","Lee, Moonsoo",,,,,kxh022100,karl ho
FILM,1303,001,27,5,,1,,,,,,,,,,,,,,2,"Shafek, Amal S",,,,,,ass106020,amal shafek
FILM,1303,002,10,8,6,3,3,,2,1,,,,1,,,,,,1,"Almroani, Nouf Mfdhi H",,,,,,,nouf mfdhi almroani
FILM,1303,003,23,2,2,1,3,,1,,,,1,,1,,,,,0,"Mahan, Mazyar",,,,,,mxm200090,mazyar mahan
FILM,2332,001,12,9,10,3,,3,,,,,,,3,,,,,0,"Oliver, Stephanie R",,,,,,sxo180009,stephanie oliver
FILM,2332,002,5,9,10,2,4,5,1,3,,,,,1,,,,,0,"Prakash, Arya",,,,,,axp200037,arya prakash
FILM,2332,003,2,22,2,6,2,1,2,2,,,,,1,,,,,0,"Wellborn, Brecken H",,,,,,bhw200001,brecken wellborn
FILM,2332,501,,,3,5,18,17,15,7,9,6,2,3,12,,,,,9,"Petty, John E","Wensel, Laurence L",,,,,jep140330,john petty
FILM,2332,HN1,2,9,3,4,3,,,,,,2,,,,,,,0,"Baker, Emily-Rose",,,,,,exb210012,emily rose baker
FILM,3321,001,6,14,6,4,2,1,1,,,,1,,4,,,,,2,"McLean, Adrienne L",,,,,,amclean,adrienne mclean
FILM,3342,001,2,,2,3,1,5,1,,1,,,1,3,,,,1,1,"Baker, Emily-Rose",,,,,,exb210012,emily rose baker
FIN,3300,001,,28,,,25,,,3,,,,,4,,,,,1,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,3305,001,2,5,3,,7,2,,10,4,,4,,4,,,,,1,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,3305,002,,7,2,,8,1,,10,1,,5,,2,,,,,2,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,3305,501,,2,,,10,,,9,,,1,,2,,,,,1,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,3320,001,1,9,3,5,14,4,4,17,,,,,2,,,,1,0,"Wang, Pingle","Soykok, Emre",,,,,pxw200007,pingle wang
FIN,3320,002,3,9,3,3,5,7,4,9,,,2,,2,,,,,0,"Wang, Pingle","Soykok, Emre",,,,,pxw200007,pingle wang
FIN,3320,003,,14,,,17,,,16,,,,,1,,,,,1,"Li, Jun","Jose, Jerin",,,,,jxl128031,jun li
FIN,3320,004,,17,,,18,,,10,,,1,,1,,,,,2,"Li, Jun","Jose, Jerin",,,,,jxl128031,jun li
FIN,3320,005,3,4,10,8,10,4,4,2,1,,,,,,,,2,0,"Guo, Shujian",,,,,,sxg180004,shujian guo
FIN,3320,006,5,8,6,9,6,5,5,1,,,,2,,,,,,1,"Mao, Yingdong",,,,,,yxm180001,yingdong mao
FIN,3320,007,5,5,3,7,4,4,3,4,2,2,2,3,1,,,,,0,"Mace, Christopher","Jose, Jerin",,,,,cxm200014,christopher mace
FIN,3320,009,1,4,8,12,3,4,1,4,1,3,,,4,,,,,2,"Khanapure, Revansiddha B","Wan, Long",,,,,rbk160130,revansiddha khanapure
FIN,3320,010,,14,,,20,,,12,,,,,,,,,,2,"Li, Jun","Jose, Jerin",,,,,jxl128031,jun li
FIN,3320,011,1,10,1,1,18,,1,4,1,,3,,3,,,,1,1,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
FIN,3320,012,4,6,4,4,6,4,3,3,3,2,3,2,1,,,,,1,"Mace, Christopher","Jose, Jerin",,,,,cxm200014,christopher mace
FIN,3320,013,1,11,,2,4,,2,3,1,2,2,,4,,,,,3,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
FIN,3320,014,6,3,1,3,1,2,7,2,,4,2,3,3,,,,,6,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,3320,501,5,6,3,7,5,6,4,8,,,6,,1,,,,2,2,"Wang, Pingle","Soykok, Emre",,,,,pxw200007,pingle wang
FIN,3320,HON,2,16,6,,14,14,,,2,,,,1,,,,,0,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
FIN,3330,001,,16,,,20,,,4,,,3,,1,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,3330,002,9,13,18,2,5,7,1,,1,,,1,2,,,,,1,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,3340,001,32,16,7,3,4,,,,,,,,,,,,,1,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina
FIN,3350,001,,7,7,7,7,,,3,,,4,2,4,,,,,5,"Xia, Han",,,,,,,han xia
FIN,3350,002,,11,2,10,3,,,5,6,,,1,3,,,,1,4,"Xia, Han",,,,,,,han xia
FIN,3360,001,,5,2,4,10,9,,,,,,,,,,,,1,"Park, Haemin","Park, Taeyoung",,,,,hxp174230,haemin park
FIN,3360,002,,2,3,8,8,3,,4,,,,,1,,,,,2,"Park, Haemin","Park, Taeyoung",,,,,hxp174230,haemin park
FIN,3365,0W1,10,10,12,6,15,5,4,2,,,,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,3370,001,2,5,3,3,2,5,,,1,,,,3,,,,,0,"Kaplan, Larry S",,,,,,lsk140130,larry kaplan
FIN,3370,002,5,9,16,5,8,6,,4,,,,,1,,,,,0,"Haynes, Steven","Agarwal, Riddhima",,,,,sxh102420,steven haynes
FIN,3380,001,,1,4,1,1,4,2,6,1,1,1,2,,,,,,2,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,3380,002,7,1,6,2,8,4,2,1,3,2,,,1,,,,,2,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,3390,001,,6,4,3,2,2,,2,3,5,,,,,,,,0,"Kaur, Dupinderjeet","Narang, Aayushkumar Anilkumar",,,,,dxk110730,dupinderjeet kaur
FIN,3390,002,4,13,7,1,6,4,2,3,2,1,1,2,6,,,,,3,"Nishi, Hirofumi","Hagos, Michael F",,,,,hxn210016,hirofumi nishi
FIN,3390,003,10,3,4,2,10,3,1,8,5,1,1,,5,,,,1,1,"Nishi, Hirofumi","Hagos, Michael F",,,,,hxn210016,hirofumi nishi
FIN,3390,004,,10,7,2,1,1,,1,1,2,,1,3,,,,,0,"Kaur, Dupinderjeet","Narang, Aayushkumar Anilkumar",,,,,dxk110730,dupinderjeet kaur
FIN,3395,001,,18,5,5,2,5,1,1,,,2,,1,,,,,1,"Kaur, Dupinderjeet","Narang, Aayushkumar Anilkumar",,,,,dxk110730,dupinderjeet kaur
FIN,4300,001,1,7,9,14,6,5,2,,,,,,,,,,,1,"Khanapure, Revansiddha B","Wan, Long",,,,,rbk160130,revansiddha khanapure
FIN,4300,002,3,4,5,5,7,6,2,1,1,,,,,,,,1,0,"Tang, Xiaoxiao","Wen, Yaxin",,,,,xxt180003,xiaoxiao tang
FIN,4300,003,3,4,13,4,4,3,,1,,,,,,,,,,0,"Tang, Xiaoxiao","Wen, Yaxin",,,,,xxt180003,xiaoxiao tang
FIN,4300,501,3,4,6,2,6,1,2,3,1,,,1,2,,,,,1,"Oyima-Antseleve, Ndackyssa",,,,,,nxo160430,ndackyssa oyima antseleve
FIN,4307,001,,7,7,5,7,3,,,,,,,,,,,2,0,"Noland, Jeff",,,,,,jxn125330,jeff noland
FIN,4310,001,,6,4,3,2,4,3,4,4,1,2,2,3,,,,,0,"Anderson, Frank W",,,,,,fwa012000,frank anderson
FIN,4310,002,5,11,19,5,5,6,1,3,1,1,,,1,,,,,1,"Murray, Jennifer R","Balaji, Nivedhitha",,,,,jrm160330,jennifer murray
FIN,4310,003,4,5,7,10,5,7,4,1,2,1,2,,,,,,,1,"Murray, Jennifer R","Balaji, Nivedhitha",,,,,jrm160330,jennifer murray
FIN,4313,001,,8,8,6,4,2,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley
FIN,4321,501,,2,,1,12,1,1,3,,1,1,,1,,,,,0,"Hedgecock, Blake M",,,,,,bxh132030,blake hedgecock
FIN,4332,001,1,1,4,6,4,1,1,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4333,501,,1,11,3,,,,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4338,001,1,1,9,9,4,1,,1,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4340,001,,2,9,5,4,4,,,1,,2,,,,,,,1,"Zhao, Feng","Park, Taeyoung",,,,,fxz082000,feng zhao
FIN,4345,001,,47,,,,,,,,,,,,,,,,1,"Zhu, Yifan",,,,,,yxz166130,yifan zhu
FIN,4380,001,19,23,4,4,4,1,,,,,1,,2,,,,,2,"Ballew, Gregory E","Balaji, Nivedhitha",,,,,geb011100,gregory ballew
FIN,4390,001,,21,,,,,,,,,,,,,,,,0,"Murray, Jennifer R",,,,,,jrm160330,jennifer murray
FIN,6301,0W1,,20,6,5,9,3,1,9,,,,,,,,,,2,"Nishi, Hirofumi","Hagos, Michael F",,,,,hxn210016,hirofumi nishi
FIN,6301,0W2,,10,9,2,13,4,1,4,,,,,8,,,,,1,"Nishi, Hirofumi","Hagos, Michael F",,,,,hxn210016,hirofumi nishi
FIN,6301,501,,16,16,9,3,3,,,,,,,,,,,2,0,"Nanda, Vikram K",,,,,,vkn150030,vikram nanda
FIN,6301,AW1,,7,,2,1,,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,GW1,,13,3,4,4,2,,2,,,,,,,,,2,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,MBP,,5,7,6,6,3,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6307,0W1,,9,3,5,5,2,4,4,,,,,,,,,,1,"Ma, Liping","Kurucak, Abdurrahman",,,,,lxm133730,liping ma
FIN,6307,501,,13,6,3,5,7,3,3,,,,,2,,,,,1,"Ma, Liping","Kurucak, Abdurrahman",,,,,lxm133730,liping ma
FIN,6308,0W1,,18,10,12,2,5,,1,,,,,,,,,,1,"Lewin, Peter","Kelly, Matthew L",,,,,plewin,peter lewin
FIN,6310,501,,20,11,18,4,5,,,,,,,,,,,,0,"Khanapure, Revansiddha B","Wan, Long",,,,,rbk160130,revansiddha khanapure
FIN,6315,0W1,,5,10,10,5,2,,2,,,,,1,,,,,1,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
FIN,6316,001,,4,2,6,1,1,,,,,,,,,,,,1,"von Drathen, Christian",,,,,,cxv141430,christian von drathen
FIN,6318,501,,12,5,3,10,5,2,1,,,,,,,,,,3,"Baranchuk, Nina","Liu, Jiabin",,,,,nxb043000,nina baranchuk
FIN,6321,5H1,,4,3,,10,2,,8,,,,,1,,,,,1,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,6322,0W1,,17,5,12,9,1,4,4,,,,,1,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,6325,501,,9,19,15,2,,,2,,,,,,,,,,1,"Xia, Han",,,,,,,han xia
FIN,6335,501,,25,5,4,3,,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley
FIN,6336,501,,6,4,,,,,,,,,,,,,,,0,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley
FIN,6352,001,,4,4,5,5,2,,,,,,,2,,,,,3,"von Drathen, Christian","Meghwal, Nitisha",,,,,cxv141430,christian von drathen
FIN,6352,501,,10,13,11,7,4,3,,,,,,1,,,,,0,"Springate, David J","Meghwal, Nitisha",,,,,spring8,david springate
FIN,6352,502,,5,3,4,3,3,1,,,,,,1,,,,,0,"Springate, David J","Meghwal, Nitisha",,,,,spring8,david springate
FIN,6352,SS1,,3,2,2,2,,,,,,,,,,,,1,0,"Baranchuk, Nina","Liu, Jiabin",,,,,nxb043000,nina baranchuk
FIN,6360,501,,7,27,17,15,2,,,,,,,,,,,,1,"Zhao, Feng","Park, Taeyoung",,,,,fxz082000,feng zhao
FIN,6368,001,,13,4,,,,,,,,,,,,,,,0,"Ma, Liping","Kurucak, Abdurrahman",,,,,lxm133730,liping ma
FIN,6392,0W1,,6,7,15,9,2,2,,,,,,,,,,1,0,"Zheng, Zhiqiang","Aksoy, Ozgur",,,,,zxz062000,zhiqiang zheng
FIN,6392,SS1,,4,3,2,,,,,,,,,,,,,1,0,"Li, Jun",,,,,,jxl128031,jun li
FIN,7345,001,,10,,,,,,,,,,,,,,,,1,"Gurun, Umit",,,,,,ugg041000,umit gurun
FTEC,6311,FH1,,5,8,2,5,2,,,,,,,1,,,,1,0,"Scott, James A","Wang, Yi",,,,,jas076100,james scott
FTEC,6313,FH1,,6,3,3,3,1,,,,,,,,,,,,0,"Song, Liugen",,,,,,lxs190018,liugen song
FTEC,6321,FH1,,2,3,5,5,2,,2,,,,,1,,,,,0,"Lois, Brian",,,,,,,brian lois
FTEC,6V99,FH1,,21,,,,,,,,,,,1,,,,1,0,"Wang, Yi","Scott, James A",,,,,,yi wang
GEOG,3304,001,2,3,2,1,2,,,,,,,,,,,,,1,"Venigalla, Lasya",,,,,,,lasya venigalla
GEOG,3331,001,4,11,2,4,1,,,3,,,,,2,,,,,1,"Kreuze, Amanda","Chen, Meifang",,,,,,amanda kreuze
GEOG,3359,001,,8,9,3,6,4,2,,,2,1,,4,,,,,0,"Kreuze, Amanda","Chen, Meifang",,,,,,amanda kreuze
GEOG,3372,001,3,14,8,3,6,,3,2,,1,1,,2,,,,,1,"Kreuze, Amanda","Chen, Meifang","Adeuga, Adewole M",,,,,amanda kreuze
GEOS,1103,101,,1,,4,2,,1,2,,,,,1,,,,,0,"Griffin, William R","Li, Xueyan",,,,,griffin,william griffin
GEOS,1104,101,6,3,,1,,,,,,,,,,,,,,0,"Pujana, Ignacio","Vazquez-Olmeda, Aldwin S",,,,,pujana,ignacio pujana
GEOS,1303,001,4,4,8,3,4,10,3,4,2,,2,1,3,,,,,0,"Pirouz, Mortaza","Moiz, Abdul",,,,,mxp180004,mortaza pirouz
GEOS,1303,0W1,50,151,50,22,30,12,7,17,13,,5,5,24,,,,,11,"Pujana, Ignacio",,,,,,pujana,ignacio pujana
GEOS,1303,501,5,23,15,11,3,1,,,1,,,,,,,,,0,"Griffin, William R",,,,,,griffin,william griffin
GEOS,1304,001,4,,2,1,2,,,,,,,,1,,,,,0,"Pujana, Ignacio","Crowley, Clinton W",,,,,pujana,ignacio pujana
GEOS,2310,0W1,4,17,5,15,23,18,3,6,4,,1,1,2,,,,,1,"Moulding, Ann E","Sink, Katharine O",,,,,,ann moulding
GEOS,2409,001,1,1,,,4,,,4,1,,,,2,,,,,1,"Manton, William I","Willis, Siloa B",,,,,manton,william manton
GEOS,3434,001,,6,3,3,2,,,1,,,,,,,,,1,2,"Pujana, Ignacio",,,,,,pujana,ignacio pujana
GEOS,3470,001,3,1,,,2,3,4,,1,1,,,1,,,,,2,"Pirouz, Mortaza","Bodur, Omer",,,,,mxp180004,mortaza pirouz
GEOS,4322,001,3,4,,3,2,2,,,1,,,,2,,,,,1,"Manton, William I",,,,,,manton,william manton
GEOS,4391,001,,9,,,,,,,,,,,,,,,,1,"Stern, Robert","Wang, Ning","Willis, Siloa B","Crowley, Clinton W",,,rjstern,robert stern
GERM,1311,001,15,2,,,2,,,,,,,,,,,,,0,"Jaehnert, Anna K",,,,,,,anna jaehnert
GERM,1312,001,10,3,1,,,,,,,,2,,,,,,1,0,"Jaehnert, Anna K",,,,,,,anna jaehnert
GISC,4325,501,,8,1,1,2,2,1,,,,,,1,,,,,0,"Chastain, Bryan J","Lyu, Haitao",,,,,bjc062000,bryan chastain
GISC,4385,001,,7,,1,1,,,,,,,,1,,,,,0,"Gearey, Wayne",,,,,,wxg130930,wayne gearey
GISC,6382,001,,11,,,,,,,,,,,,,,,,0,"Gearey, Wayne",,,,,,wxg130930,wayne gearey
GISC,6384,001,,10,1,2,,1,,1,,,,,1,,,,1,0,"Qiu, Fang","Shi, Zheng",,,,,ffqiu,fang qiu
GISC,6385,001,,3,2,,4,3,,,,,,,,,,,,0,"Yuan, May",,,,,,mxy141230,may yuan
GISC,7310,001,,1,2,3,2,1,,,,,,,1,,,,,0,"Tiefelsdorf, Michael","Chowdhury, Yeamin Faria","Yang, Yalin",,,,mrt052000,michael tiefelsdorf
GOVT,2305,001,75,46,57,24,15,17,8,4,6,3,1,3,10,,,,,3,"Graham, Sebastian","Kim, Pyung",,,,,,sebastian graham
GOVT,2305,002,50,22,19,10,5,6,7,1,2,1,,,1,,,,,1,"Graham, Sebastian","Kim, Pyung",,,,,,sebastian graham
GOVT,2305,003,38,17,32,17,5,7,3,2,2,1,1,1,6,,,,,1,"Graham, Sebastian","Kim, Pyung",,,,,,sebastian graham
GOVT,2305,004,8,28,34,29,27,12,12,12,8,11,7,5,20,,,,,3,"Brandt, Patrick","Briggs-Megafu, Tamnala E",,,,,pxb054000,patrick brandt
GOVT,2305,501,57,35,41,23,16,19,4,1,7,3,3,1,13,,,,,2,"Parker, Misty D","Hollis, Camron",,,,,mxp045000,misty parker
GOVT,2305,502,1,10,5,5,5,8,4,4,3,,1,1,1,,,,,0,"Muenks, Patrick",,,,,,pxm166330,patrick muenks
GOVT,2305,HN1,7,8,2,1,2,4,,,,,,,,,,,,0,"Miller, Banks",,,,,,bxm093000,banks miller
GOVT,2306,001,13,22,28,18,20,17,9,10,13,5,9,,13,,,,1,5,"Santoro, Lauren A","Widner, Katie",,,,,lar170530,lauren santoro
