Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
CHEM,5310,1,,2,2,3,3,,,,,,,,,,,,,1,"Toher, Cormac","Aremu, Oluwakayode O",,,,,cxt210037,cormac toher
CHEM,6100,1,,,,,,,,,,,,,,105,,,,0,"Romiti, Filippo",,,,,,fxr220003,filippo romiti
CHEM,6389,1,,4,13,1,,,,,,,,,,,,,,0,"Balkus, Kenneth J",,,,,,balkus,kenneth balkus
CHIN,1312,1,1,1,1,3,,1,1,,,,,1,1,,,,,0,"Ye, Lijing",,,,,,lxy200006,lijing ye
CHIN,2311,1,5,1,1,,,1,,2,,,,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CHIN,2312,1,7,7,2,,,,1,2,,,,,,,,,,0,"Chen, Bei",,,,,,bxc152730,bei chen
CLDP,2314,1,,2,1,2,1,,3,3,,,,,3,,,,,0,"Atchison, Kristin J","Brown, Tracy",,,,,kja042000,kristin atchison
CLDP,3303,1,,8,,3,11,,2,4,,,2,,1,,,,,4,"Maguire, Mandy J","Thomas, Abbey L",,,,,mjm053000,mandy maguire
CLDP,3305,1,,71,,,15,,,1,,,,,1,,,,,2,"Touchstone, Emily W","Quintero-Flores, Natalie B",,,,,exw010200,emily touchstone
CLDP,3310,0W1,,14,,,,,,,,,,,,,,,,0,"Bonner, Deborah","Gholap, Neha P",,,,,exw010200,emily touchstone
CLDP,3332,1,4,6,9,4,5,,4,5,1,1,,,1,,,,,0,"Drew, Linda M","Whitley, Melia L",,,,,lmd102020,linda drew
CLDP,3338,1,,5,2,3,4,3,3,1,1,1,,1,2,,,,,1,"Tang, Alva","Sierra, Francisco J",,,,,axt220069,alva tang
CLDP,3339,0H1,,5,2,1,5,1,1,3,,,3,,1,,,,,4,"Huxtable-Jester, Karen J","Macphail, Donald C",,,,,kxh014900,karen huxtable jester
CLDP,3342,501,,26,5,4,5,2,1,,,,1,1,,,,,,0,"Bonner, Deborah","Gholap, Neha P",,,,,jwb043000,john barfoot
CLDP,3362,1,4,19,5,4,1,,3,2,,,,,2,,,,,3,"Atchison, Kristin J","Redig, Samantha L",,,,,kja042000,kristin atchison
CLDP,3394,0H1,,7,,,6,,,1,,,,,,,,,,0,"Grant, Meridith G","Taylor, Mackenzie B",,,,,mga061000,meridith grant
CLDP,3394,0H2,,4,,,7,,,3,,,,,1,,,,,0,"Grant, Meridith G","Taylor, Mackenzie B",,,,,mga061000,meridith grant
CLDP,4308,1,,15,,,8,,,2,,,2,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
CLDP,4344,1,1,19,4,4,6,2,,,,,1,,,,,,,0,"Hunsley, Jana",,,,,,jxh220032,jana hunsley
CLDP,4V90,1,,15,3,4,6,1,,3,,,,,1,,,,,0,"Hunsley, Jana",,,,,,jxh220032,jana hunsley
COMD,5344,1,,9,,1,,,,,,,,,,,,,,0,"Klimkowski, Hillary E",,,,,,hxd121330,hillary klimkowski
COMD,6221,1,,49,31,19,3,2,,,,,,,,,,,,0,"Shembel, Adrianna C",,,,,,acs200005,adrianna shembel
COMD,6240,1,,59,,,,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
COMD,6307,1,,10,,,,,,,,,,,,,,,,0,"Maguire, Mandy J","Denicola-Prechtl, Kathleen M",,,,,mjm053000,mandy maguire
COMD,6308,1,,27,,,2,,,,,,,,,,,,1,0,"Rich, Judith B",,,,,,jbm014600,judith rich
COMD,6320,1,,30,,,2,,,,,,,,,,,,,0,"Smith, Irma E","Dean, Lucinda L",,,,,ieg011000,irma smith
COMD,6377,1,,25,,,2,,,,,,,,,,,,,0,"Kenedi, A Helen I","Sale, Felicity F",,,,,,a helen kenedi
COMD,6378,1,,78,,,1,,,,,,,,,,,,,0,"Dean, Lucinda L","Sale, Felicity F",,,,,lxl018300,lucinda dean
COMD,7208,1,,18,,,,,,,,,,,,,,,,0,"Brown, Allison T",,,,,,aet052000,allison brown
COMD,7221,1,,54,,,4,,,,,,,,,,,,,0,"Carter, Jessica A",,,,,,jar032000,jessica carter
COMD,7222,1,,63,,,3,,,,,,,,,,,,,0,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
COMD,7301,501,,23,,,2,,,,,,,,,,,,,0,"Rich, Judith B",,,,,,jbm014600,
COMD,7307,1,,32,,,2,,,,,,,,,,,,,0,"Kenedi, A Helen I",,,,,,,a helen kenedi
COMD,7325,0W1,,19,5,6,,,,,,,,,,,,,,0,"Fowler, Stephanie L",,,,,,thib,linda thibodeau
COMD,7336,1,,21,1,1,1,,1,,,,,,,,,,,0,"Rollins, Pamela R",,,,,,rollins,pamela rollins
COMD,7384,501,,23,,,,,,,,,,,,,,,,0,"Lombardi, Christina L",,,,,,tinalee,
COMD,7V56,1,,13,5,3,1,,,,,,,,,,,,,0,"Kelly, Sarah A",,,,,,,sarah kelly
COMM,1311,2,,1,2,5,5,3,2,1,,2,,,2,,,,,1,"Baker, Barbara L",,,,,,pft140030,patricia totusek
COMM,1311,3,,3,9,3,3,1,1,,1,,,,1,,,,,2,"Baker, Barbara L",,,,,,blb140430,barbara baker
COMM,1311,5,4,10,5,2,1,,,2,,,,,,,,,,0,"Arnold, Robert",,,,,,jxw174630,jason warren
COMM,1311,6,3,9,6,3,2,,1,,,,,,,,,,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
COMM,1311,0H2,8,11,1,,,,1,2,,,,,1,,,,,0,"Davis, Letitia A",,,,,,aam141730,allison templeton
COMM,1311,0H3,,11,5,2,1,3,,1,1,,,,,,,,,0,"Templeton, Allison A",,,,,,djm161130,daniel moss
COMM,1311,0H4,6,7,4,3,1,,,,1,1,,,,,,,,1,"Templeton, Allison A",,,,,,das141230,derek stewart
COMM,1311,0H5,1,8,7,3,2,1,,2,,,,,,,,,,0,"Templeton, Allison A",,,,,,das141230,derek stewart
COMM,1311,0W6,16,4,1,1,1,,,,,,,,1,,,,,0,"Vazzi, Lisa",,,,,,exh150830,emily honea
COMM,1311,4,2,6,8,1,3,1,,,,,,,,,,,,0,"Arnold, Robert",,,,,,,robert arnold
COMM,1311,0W7,9,8,,1,,1,,,,,,,1,,,,,1,"Vazzi, Lisa",,,,,,myg140030,mona gregory
COMM,1311,0W3,1,1,3,4,2,1,2,1,1,,,,4,,,,,2,"Williams, Alecia N",,,,,,aam141730,allison templeton
COMM,1311,0W9,,,1,3,,3,,5,,,,,8,,,,,2,"Williams, Alecia N",,,,,,ebc051000,eric carlson
COMM,1311,0H1,6,8,1,2,1,1,,2,1,,,,,,,,,1,"Davis, Letitia A",,,,,,aam141730,allison templeton
COMM,1311,0W1,1,13,3,2,2,,1,,,,1,,,,,,,0,"Totusek, Patricia F",,,,,,contemp,karen baynham
COMM,1311,0W2,1,9,4,2,4,1,,1,,1,,,,,,,,0,"Templeton, Allison A",,,,,,aam141730,allison templeton
COMM,1311,0W4,8,9,3,,2,,,,1,,,,,,,,,0,"Tanner, Lari J",,,,,,ljt130130,lari tanner
COMM,1311,0W5,10,5,3,,,2,,,,,,,1,,,,,2,"Tanner, Lari J",,,,,,exh150830,emily honea
COMM,1311,0W8,1,7,4,,2,3,,,1,,,1,3,,,,,1,"Nash, Michelle A",,,,,,mls230004,melodee sova
COMM,1311,1,10,23,12,13,4,4,4,,1,3,,,3,,,,,2,"Totusek, Patricia F","Gregory, Mona Y","Nash, Michelle A",,,,pft140030,patricia totusek
COMM,1315,0H3,8,5,1,1,4,,1,2,,1,1,,,,,,,0,"Skiles, Bradley W",,,,,,sxh021200,scott herndon
COMM,1315,0H5,3,2,3,1,,4,2,,1,,,,2,,,,,6,"Aranda, Johnson",,,,,,jxa190020,johnson aranda
COMM,1315,0H1,24,3,2,,,1,,,,,,,,,,,,0,"Saenz, Michael A",,,,,,mas130030,michael saenz
COMM,1315,0W1,7,11,1,,1,1,,,,,,,,,,,,1,"Cannon, Charles",,,,,,jxw174630,jason warren
COMM,1315,0H4,15,,2,2,,,1,2,,,,,,,,,,1,"Skiles, Bradley W",,,,,,sxh021200,scott herndon
COMM,1315,0H6,1,9,5,3,1,1,,,,1,,1,,,,,,1,"Sluder, Jeanne",,,,,,mxb210046,mike bromberg
COMM,1315,0W2,10,7,4,1,1,,,,,,,,,,,,,0,"Cannon, Charles",,,,,,cxc190014,charles cannon
COMM,1315,0W3,,6,5,2,3,2,1,1,,,,,2,,,,,1,"Bromberg, Mike",,,,,,bws150030,bradley skiles
COMM,1315,0W4,,,,2,3,6,,2,1,2,1,,5,,,,,1,"Bromberg, Mike",,,,,,cxc190014,charles cannon
COMM,1315,0H2,19,6,,,1,,,,,,,,2,,,,,0,"Saenz, Michael A",,,,,,mas130030,michael saenz
COMM,3340,1,3,9,2,1,,,,,1,,,,,,,,,0,"Totusek, Patricia F",,,,,,pft140030,patricia totusek
COMM,4305,0W1,1,7,7,3,,,1,,1,,,,1,,,,,0,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm
COMM,4371,1,8,4,,,1,1,,1,2,1,,1,1,,,,,0,"King, Carie S",,,,,,cxl085200,carie king
CRIM,1301,0W1,,6,8,1,8,10,1,11,7,,2,3,6,,,,,2,"Harris, Michelle N","Puddy, Haley N",,,,,gxc097120,galia cohen
CRIM,1301,1,9,21,14,7,12,5,1,2,2,,1,,,,,,,1,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,,agv100020,arthur vasquez
CRIM,1307,1,13,22,16,7,7,4,1,1,,,,,,,,,,1,"Hull, Kerrie Ann",,,,,,kxh210033,kerrie ann hull
CRIM,1307,0W1,1,15,19,12,7,8,3,2,2,1,,1,4,,,,,2,"Manuel, Samantha A",,,,,,tvk071000,tomislav kovandzic
CRIM,2306,0W1,10,21,12,2,5,1,1,2,,,2,,3,,,,,0,"Geibler, Robert",,,,,,jxp172430,
CRIM,2313,0W1,3,13,8,7,7,3,5,4,1,3,2,1,4,,,,,2,"Gordon, Quinn T",,,,,,rwt092000,robert taylor
CRIM,2316,1,16,5,3,2,2,,1,1,,,,,3,,,,,0,"Corey, Jessica",,,,,,jxc190009,jessica corey
CRIM,2317,0W1,34,9,,,3,,2,1,,,3,,4,,,,,1,"Rodriguez, Diana C",,,,,,peo091000,elmer polk
CRIM,3300,0W1,4,32,13,4,11,1,4,,,,1,,3,,,,,0,"Worrall, John L","Puddy, Haley N",,,,,jlw064000,john worrall
CRIM,3301,0W1,16,38,10,7,2,,,1,,,,,2,,,,,1,"Park, Yeonjae",,,,,,mxs158030,yeonjae park
CRIM,3302,0W1,4,15,4,6,6,4,,3,,2,,1,6,,,,1,0,"Lee, Yeungjeom","Escobedo, Allison E",,,,,peo091000,elmer polk
CRIM,3303,1,5,12,7,4,2,1,2,1,,,,,2,,,,,0,"Hamer, Karen",,,,,,kxh200012,karen hamer
CRIM,3304,1,,1,,,1,,2,2,3,,1,,,,,,,0,"Kovandzic, Tomislav V",,,,,,tvk071000,tomislav kovandzic
CRIM,3307,1,32,5,5,2,,1,,,,,,,1,,,,,1,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,,agv100020,arthur vasquez
CRIM,3309,1,46,3,1,2,,,1,3,,,,,,,,,,3,"Wilds, Katherine M",,,,,,kmw160130,katherine wilds
CRIM,3310,1,19,11,13,10,9,,1,,1,,,1,1,,,,,1,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,,agv100020,arthur vasquez
CRIM,3312,1,2,1,1,3,8,7,3,5,1,2,2,1,,,,,,0,"Jacobs, Bruce A","Escobedo, Allison E",,,,,baj034000,bruce jacobs
CRIM,3319,1,2,11,5,1,7,2,1,4,1,,3,,1,,,,,1,"Dore, Gaetan",,,,,,gxd190016,gaetan dore
CRIM,3323,0W1,,4,12,10,15,6,8,10,2,2,3,,4,,,,,1,"Kovandzic, Tomislav V","Wang, Wenyi",,,,,tvk071000,tomislav kovandzic
CRIM,4311,0W1,4,4,14,4,3,2,3,,,,,,3,,,,,0,"Burton, Alexander","Hong, Sunmin",,,,,kds106020,kelli martin
CRIM,4322,0H1,,4,9,8,4,1,5,2,1,1,2,,3,,,,,0,"Vieraitis, Lynne M","Van Blarcum, Lauren N",,,,,lmv071000,lynne vieraitis
CRIM,4396,1,33,11,5,1,1,1,,,,,,,2,,,,,0,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,,agv100020,arthur vasquez
CRIM,6308,1,,12,3,,,,,,,,,,,,,,,0,"Harris, Michelle N",,,,,,mnh200001,michelle harris
CRIM,6311,1,,5,1,2,2,,,,,,,,,,,,,2,"Vieraitis, Lynne M",,,,,,lmv071000,lynne vieraitis
CRIM,6315,1,,8,1,,,,1,,,,,,,,,,,0,"Jacobs, Bruce A",,,,,,baj034000,bruce jacobs
CRIM,7307,1,,8,5,,,,,,,,,,,,,,,0,"Krajewski, Andrew T",,,,,,axk210064,andrew krajewski
CRIM,7315,1,,9,1,,,,,,,,,,,,,,,0,"Lee, Yeungjeom",,,,,,yxl210021,yeungjeom lee
CRWT,2301,1,1,4,2,1,3,,,1,2,,,,,,,,,1,"Brazeal Garza, Lauren E",,,,,,lxb190011,lauren brazeal garza
CRWT,2301,2,6,,4,1,2,1,,,,,,,,,,,,1,"Momeniabdolabadi, Bahareh",,,,,,bxm180023,bahareh momeniabdolabadi
CRWT,2301,3,9,2,,,,,,,1,,,,,,,,,0,"Baker, Matthew W",,,,,,mwb190002,matthew baker
CRWT,2301,501,1,4,1,,1,1,1,,,,1,,1,,,,,1,"Brazeal Garza, Lauren E",,,,,,bgk140130,blake kimzey
CRWT,2301,4,10,2,1,1,,,,,,,,,,,,,,0,"Baker, Matthew W",,,,,,mwb190002,matthew baker
CRWT,2301,5,4,3,,,2,,,1,,,,,4,,,,,0,"Momeniabdolabadi, Bahareh",,,,,,bgk140130,blake kimzey
CRWT,3306,1,6,5,3,,,,,,,,,,,,,,,0,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez
CRWT,3306,2,10,1,2,,,,,,,,,,,,,,,1,"Munoz-Hunt, Toni",,,,,,txm109120,toni munoz hunt
CRWT,3308,501,1,3,9,3,1,,1,,,,,,,,,,,0,"Hepola, Sarah",,,,,,gxv230008,gretchen vanwormer
CRWT,3330,501,,,3,4,1,,,,,,,,2,,,,,3,"Vincent, Shelby D",,,,,,sdv034000,shelby vincent
CRWT,3351,501,7,8,,,,,,,,,,,,,,,,0,"Faizullah, Tarfia",,,,,,jxl162631,julia leverone
CRWT,3354,1,,11,1,2,,,,,,,,,1,,,,,0,"Goldberg, Paula",,,,,,pxg180023,paula goldberg
CRWT,4307,1,11,1,3,,,,,,,,,,,,,,,0,"Ogbaa, Maurine",,,,,,mxo210004,maurine ogbaa
CRWT,4355,501,,11,2,1,1,,,,,,,,,,,,,0,"Goldberg, Paula",,,,,,pxg180023,paula goldberg
CS,1134,102,38,,10,,6,,,3,,,1,,2,,,,,0,"Arnold, Gordon L","Veerasamy, Jeyakesavan",,,,,kld054000,karen doore
CS,1134,101,33,23,,4,1,,,1,,1,,,2,,,,,1,"Karrah, Shyam S",,,,,,kld054000,karen doore
CS,1136,106,14,8,5,4,2,2,1,1,3,,,1,6,,,,,3,"Srinivasan, Srimathi",,,,,,dgv130030,don vogel
CS,1136,108,9,14,6,5,6,3,2,1,4,3,,,11,,,,,2,"Thompson, Laurie A",,,,,,dgv130030,don vogel
CS,1136,101,24,15,,8,9,,2,,1,,2,,7,,,,,5,"Karrah, Shyam S",,,,,,dgv130030,don vogel
CS,1325,501,21,6,10,3,7,9,2,2,6,2,,1,6,,,,,4,"Srinivasan, Srimathi",,,,,,kvl140030,khiem le
CS,1325,1,,12,7,14,9,10,9,11,10,2,5,,11,,,,,2,"Solanki, Nidhiben M",,,,,,nxs121130,nidhiben solanki
CS,1334,2,28,8,9,8,6,2,,1,,2,,,2,,,,,0,"Arnold, Gordon L","Veerasamy, Jeyakesavan",,,,,gxa120930,gordon arnold
CS,1334,1,17,21,2,5,11,1,4,4,1,,,,2,,,,,1,"Karrah, Shyam S",,,,,,skarrah,shyam karrah
CS,1335,2,2,12,6,12,8,5,2,1,1,1,2,,,,,,,0,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami
CS,1335,1,10,9,10,7,9,6,6,4,1,,,1,5,,,,,2,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami
CS,1336,6,11,9,11,7,4,5,1,5,5,2,2,3,10,,,,,3,"Srinivasan, Srimathi",,,,,,sxs180206,srimathi srinivasan
CS,1336,1,9,15,1,2,11,2,6,14,2,3,,,6,,,,1,5,"Karrah, Shyam S",,,,,,skarrah,shyam karrah
CS,1336,8,1,5,3,1,9,2,2,7,3,3,4,2,24,,,,,11,"Thompson, Laurie A",,,,,,lthomp,laurie thompson
CS,1337,501,3,5,4,6,8,5,4,5,3,1,1,,2,,,,,3,"Le, Khiem V",,,,,,mxb135330,mohamed amine belkoura
CS,1337,4,3,7,5,5,6,5,4,2,,3,2,,1,,,,,8,"Le, Khiem V",,,,,,kvl140030,khiem le
CS,1337,9,9,20,17,11,9,3,1,2,1,,,,,,,,,0,"Dollinger, Scott M",,,,,,smd013000,scott dollinger
CS,1337,5,9,4,7,4,15,5,4,5,4,1,,3,14,,,,,2,"Razo-Razo, Miguel Angel",,,,,,mxb135330,mohamed amine belkoura
CS,1337,6,5,8,12,6,9,7,12,12,,,,,4,,,,,2,"Veerasamy, Jeyakesavan",,,,,,veerasam,jeyakesavan veerasamy
CS,1337,7,1,13,3,2,2,4,1,2,,,1,,5,,,,,9,"Smith, Jason W",,,,,,dgv130030,don vogel
CS,1337,8,3,10,2,2,1,2,,7,1,,3,1,7,,,,,11,"Smith, Jason W",,,,,,jws130830,jason smith
CS,1337,10,8,13,3,3,12,7,2,8,1,1,2,,2,,,,1,3,"DeGroot, Doug",,,,,,dxd180020,doug degroot
CS,1337,1,8,18,11,10,8,3,4,2,2,,,,2,,,,,3,"Dollinger, Scott M",,,,,,smd013000,scott dollinger
CS,1337,3,13,3,9,8,2,4,,5,2,3,,4,15,,,,,3,"Srinivasan, Srimathi",,,,,,sxs180206,srimathi srinivasan
CS,1337,2,8,2,11,3,6,8,5,7,6,7,2,2,6,,,,,2,"Razo-Razo, Miguel Angel",,,,,,,miguel angel razo razo
CS,1337,12,21,11,7,4,10,5,2,5,,,4,,4,,,,,4,"DeGroot, Doug",,,,,,dxd180020,doug degroot
CS,1337,11,5,8,5,4,8,7,3,4,4,1,3,,5,,,,,21,"Le, Khiem V",,,,,,kvl140030,khiem le
CS,2305,505,3,6,6,4,11,4,4,9,,1,1,1,6,,,,,2,"Willson, James",,,,,,rxm156430,rashika mishra
CS,2305,503,2,4,7,6,12,6,15,7,5,,1,2,,,,,,0,"Chin, Wei-Pang",,,,,,tfarage,timothy farage
CS,2305,5,18,38,5,3,5,,2,,,,,,,,,,,0,"Farage, Timothy P",,,,,,jkw053000,james willson
CS,2305,4,2,8,6,8,14,9,10,9,2,,2,1,2,,,,,0,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
CS,2305,1,10,5,6,7,6,6,7,5,5,3,6,2,8,,,,,2,"Ouyang, Jessica J",,,,,,jjo190001,jessica ouyang
CS,2305,2,,2,,4,8,8,8,14,10,1,4,2,6,,,,,6,"Ntafos, Simeon C",,,,,,ygd120030,yvo desmedt
CS,2305,501,9,18,3,4,14,3,2,9,,2,3,,5,,,,,2,"Willson, James",,,,,,jkw053000,james willson
CS,2305,3,2,9,8,7,20,11,11,3,3,,1,1,5,,,,,2,"Teo, Ka Yaw",,,,,,kyt140130,ka yaw teo
CS,2305,502,1,5,4,5,5,9,20,14,4,3,2,1,16,,,,,6,"Ntafos, Simeon C",,,,,,wjs130130,william semper
CS,2336,3,18,23,8,5,7,5,,2,,1,,,1,,,,,1,"Ricks, Brian",,,,,,bwr031000,brian ricks
CS,2336,2,15,14,12,7,8,4,2,1,2,2,,,5,,,,,2,"Ricks, Brian",,,,,,bwr031000,brian ricks
CS,2336,1,2,11,2,1,7,3,1,4,,2,1,,11,,,,,15,"Smith, Jason W",,,,,,jws130830,jason smith
CS,2336,502,12,12,8,13,4,5,3,4,3,1,,,8,,,,,0,"Arnold, Gordon L","Nouroz Borazjany, Mehra",,,,,kkhan,ziaullah khan
CS,2337,1,7,12,7,2,7,3,6,2,,1,5,,5,,,,,1,"Arnold, Gordon L","Cole, John P",,,,,gxa120930,gordon arnold
CS,2340,3,14,7,5,7,8,5,5,,3,,2,,1,,,,,0,"Karami, Gity",,,,,,gxk180009,gity karami
CS,2340,4,,13,8,2,6,4,6,7,1,,7,,5,,,,,1,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
CS,2340,1,,21,14,8,9,7,6,,3,,,,2,,,,,1,"Jaffal, Wafa",,,,,,wxj210000,wafa jaffal
CS,2340,6,,26,6,11,15,7,4,1,,,,,1,,,,,0,"Jaffal, Wafa",,,,,,wxj210000,wafa jaffal
CS,2340,HN1,3,10,4,2,1,,,,,,,,1,,,,,1,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
CS,2340,5,1,10,,3,7,2,,7,,,4,,10,,,,,16,"Cole, John P","Perry, Jonathan J",,,,,mzi041000,muhammad ikram
CS,2340,501,3,14,,9,2,10,7,6,4,,5,,,,,,,0,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
CS,2340,502,12,13,19,2,2,5,4,3,1,1,,,,,,,,0,"Mazidi, Karen J",,,,,,zhao,yi zhao
CS,2340,2,5,12,3,2,6,5,2,5,5,6,9,,2,,,,,1,"Zhao, Yi",,,,,,zhao,yi zhao
CS,3162,53,21,28,11,8,5,,2,1,,,1,,,,,,,0,"Min, Richard K",,,,,,rkm010300,richard min
CS,3162,54,55,19,1,2,,,2,1,1,,,,,,,,,0,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy
CS,3162,51,17,26,5,6,4,2,,,,,,,,,,,,0,"Min, Richard K",,,,,,rkm010300,richard min
CS,3162,52,47,14,4,2,,,3,1,1,1,,,2,,,,,0,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy
CS,3162,91,42,13,11,4,1,1,,1,,2,,1,2,,,,,0,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy
CS,3162,92,38,16,6,5,2,2,,2,,,,1,4,,,,,2,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy
CS,3162,93,43,7,15,5,5,1,1,,,,,,2,,,,,0,"Min, Richard K",,,,,,rkm010300,richard min
CS,3305,3,4,8,4,10,8,2,5,2,2,1,1,,1,,,,,1,"Satpute, Meghana N",,,,,,mns086000,meghana satpute
CS,3305,1,4,17,7,8,8,3,3,17,,,1,2,3,,,,,7,"Jue, Jason P",,,,,,jjue,jason jue
CS,3305,2,11,14,17,14,13,9,6,11,,,,,,,,,,0,"Satpute, Meghana N",,,,,,mns086000,meghana satpute
CS,3305,5,10,15,12,16,27,4,8,2,1,,,,,,,,,0,"Satpute, Meghana N",,,,,,jkw053000,james willson
CS,3305,HON,7,13,8,2,1,,,,,,,,1,,,,,1,"Prakash, Ravi",,,,,,wjs130130,william semper
CS,3305,501,9,11,7,4,9,2,1,10,,,3,1,9,,,,,1,"Willson, James",,,,,,jkw053000,james willson
CS,3305,6,10,6,17,13,4,8,4,6,,,,,1,,,,,2,"Chitturi, Bhadrachalam",,,,,,chalam,bhadrachalam chitturi
CS,3341,3,24,20,13,11,8,6,2,3,1,1,1,,,,,,,0,"Lutz, Kevin C","Kaluduwage, Madhavi Dilshani Anuruddhika F",,,,,kcl170000,kevin lutz
CS,3341,4,1,5,8,8,13,14,11,6,8,7,5,1,2,,,,,1,"Guo, Huizhen","Anjum, Sharaf",,,,,hxg190020,huizhen guo
CS,3341,2,13,25,15,12,13,6,6,6,1,,,,2,,,,,1,"Lutz, Kevin C","Li, Jiacheng",,,,,kcl170000,kevin lutz
CS,3341,5,4,5,3,4,6,1,2,6,,2,1,1,3,,,,,0,"Jiang, Shengjie","Rajapakshage, Himasha Miurangi Wickramarathn",,,,,tgw100020,tristan whalen
CS,3341,501,1,8,5,6,11,13,6,10,5,1,5,1,9,,,,,2,"Guo, Huizhen","Ju, Xinxin",,,,,tgw100020,tristan whalen
CS,3341,1,28,9,11,6,8,10,3,5,1,,1,1,5,,,,,0,"Jiang, Shengjie","Tong, Ran",,,,,sxj220069,shengjie jiang
CS,3345,6,13,8,12,10,6,1,,2,1,2,,,1,,,,,0,"Feng, Ranran",,,,,,rxf090020,ranran feng
CS,3345,502,10,19,7,7,10,3,,,,,,,,,,,,0,"Khan, Kamran Z","Wang, Guanghua","Kamal, Minhas",,,,kkhan,ziaullah khan
CS,3345,503,20,6,6,9,3,5,,4,,,1,,1,,,,,2,"Mohamed, Omar","Omidi, Zahra",,,,,mxb135330,mohamed amine belkoura
CS,3345,3,7,7,8,10,11,9,2,2,,,1,,2,,,,,0,"Satpute, Meghana N",,,,,,mns086000,meghana satpute
CS,3345,1,7,12,10,6,8,3,7,3,2,,3,,,,,,,1,"Ozbirn, Greg A",,,,,,ozbirn,greg ozbirn
CS,3345,5,3,10,8,9,3,10,3,2,1,,1,,3,,,,,1,"Feng, Ranran",,,,,,kkhan,ziaullah khan
CS,3345,7,,35,,,18,,,,,,,,1,,,,,0,"Belkoura, Mohamed Amine",,,,,,mxb135330,mohamed amine belkoura
CS,3345,501,4,11,10,9,9,10,,,,,,,1,,,,,0,"Khan, Kamran Z","Wang, Guanghua","Kamal, Minhas",,,,kkhan,ziaullah khan
CS,3345,4,6,11,10,7,4,8,3,1,,2,,,2,,,,,2,"Zhao, Yi",,,,,,zhao,yi zhao
CS,3345,2,2,4,11,9,4,4,4,6,5,2,4,,2,,,,,3,"Zhao, Yi",,,,,,zhao,yi zhao
CS,3354,3,1,12,7,3,11,1,1,1,,,,,,,,,,0,"Cankaya, Ebru","Guo, Hung-Jui",,,,,exc067000,ebru cankaya
CS,3354,502,9,,8,7,10,7,,2,3,1,,,,,,,,0,"Christiansen, Michael G",,,,,,wxy180002,wei yang
CS,3354,2,6,18,15,6,3,3,1,,,,,,,,,,,0,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami
CS,3354,501,11,11,5,4,3,7,4,2,,,3,,3,,,,,0,"Christiansen, Michael G",,,,,,mcp130030,mark paulk
CS,3354,5,44,5,1,1,,1,1,1,,,,,,,,,,1,"Peterson, Erik A",,,,,,mcp130030,mark paulk
CS,3354,7,33,11,8,5,1,,1,,,1,,,2,,,,,0,"Veerasamy, Jeyakesavan",,,,,,veerasam,jeyakesavan veerasamy
CS,3354,4,8,3,10,3,8,6,1,,2,1,1,2,3,,,,,2,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra nouroz borazjany
CS,3354,1,1,11,11,5,13,5,6,2,,1,,,,,,,,0,"Paulk, Mark C",,,,,,mcp130030,mark paulk
CS,3377,503,,13,,5,25,,6,4,,,1,,3,,,,,3,"Belkoura, Mohamed Amine",,,,,,mxb135330,mohamed amine belkoura
CS,3377,4,4,5,9,16,10,9,1,5,,,1,1,1,,,,,1,"Min, Richard K",,,,,,rkm010300,richard min
CS,3377,2,27,23,13,2,1,1,1,,,,,,2,,,,,0,"Dollinger, Scott M",,,,,,smd013000,scott dollinger
CS,3377,504,5,38,6,6,4,4,2,2,2,1,,,,,,,,1,"Peterson, Erik A",,,,,,eap190004,erik peterson
CS,3377,3,16,12,10,6,2,7,1,13,,,3,1,3,,,,,0,"Veerasamy, Jeyakesavan",,,,,,veerasam,jeyakesavan veerasamy
