Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ATCM,2330,001,6,5,7,1,3,1,2,3,,1,1,,1,,,,,0,"Nielsen, Christina R","Clement, Shonte M",,,,,crn022000,christina nielsen
ATCM,2330,002,5,7,3,4,2,1,2,1,,,1,,2,,,,,1,"Nielsen, Christina R","Clement, Shonte M",,,,,crn022000,christina nielsen
ATCM,2335,501,2,1,2,,5,3,1,2,1,3,,,6,,,,,2,"Chiu, Yu-Kwong",,,,,,yxc161331,yu kwong chiu
ATCM,2335,503,2,3,2,2,1,,2,1,1,2,2,1,5,,,,,1,"Starzer, Kenneth W",,,,,,kws042000,kenneth starzer
ATCM,2340,001,,24,,,29,,,16,,,5,,5,,,,,1,"Lester, Paul","O'Neill, Cynthia M","Doust-Haghighi, Elham",,,,pxl152030,paul lester
ATCM,2345,001,6,4,5,1,,2,,1,,,1,,4,,,,,3,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,2345,002,10,7,5,1,4,1,,,,,,,2,,,,,0,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,2345,003,12,4,1,,1,2,,,2,,,,2,,,,,3,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,2350,001,,17,,,5,,2,1,,,1,,3,,,,,1,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper
ATCM,2350,002,11,8,,,6,,1,,,,,,3,,,,,1,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper
ATCM,2355,001,1,3,1,1,6,,1,2,1,,,,3,,,,,3,"Marder, Amanda K",,,,,,akm150430,amanda marder
ATCM,2360,001,21,2,5,1,5,3,3,1,1,,1,,2,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3301,001,,,8,8,1,1,,,,,,,1,,,,,0,"Imaoka, Laura","Hitt, Katherine A",,,,,lxi170030,laura imaoka
ATCM,3301,002,,9,6,,2,,1,,,,,,1,,,,,0,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla
ATCM,3301,003,1,4,8,2,,1,,,,2,,,,,,,,1,"Field, Jamie M",,,,,,jmf094020,jamie field
ATCM,3301,004,2,9,5,1,,1,1,,,,,,,,,,,0,"Heaslip, Audra",,,,,,axh027000,audra heaslip
ATCM,3301,005,4,2,6,2,3,1,,,,,,,,,,,,1,"Heaslip, Audra",,,,,,axh027000,audra heaslip
ATCM,3301,006,,2,3,,,3,,3,1,1,1,1,3,,,,,1,"Heaslip, Audra",,,,,,axh027000,audra heaslip
ATCM,3301,007,1,,3,2,1,,,1,2,,,,7,,,,,1,"Heaslip, Audra",,,,,,axh027000,audra heaslip
ATCM,3301,501,4,5,2,1,1,3,,,,,,,1,,,,,1,"Rheams, David C",,,,,,dcr093020,david rheams
ATCM,3301,502,6,3,3,,1,,2,2,,,,1,1,,,,,0,"Rheams, David C",,,,,,dcr093020,david rheams
ATCM,3305,001,,3,4,2,6,4,3,2,,,1,,2,,,,,2,"McComber, Sean",,,,,,sxm129130,sean mccomber
ATCM,3305,002,,4,4,7,1,3,4,1,1,,,1,3,,,,,1,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,3306,001,4,2,2,1,3,2,1,3,4,1,,,7,,,,,0,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,3306,002,3,3,5,2,5,,1,3,,,,1,5,,,,,2,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
ATCM,3306,003,,,2,1,1,2,2,4,2,,4,1,7,,,,,4,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3307,001,2,1,8,5,6,1,4,,,1,,,,,,,,3,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3307,002,,3,6,6,4,5,,,2,1,,,,,,,,3,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,3308,001,,2,1,5,2,1,1,2,1,1,,1,9,,,,,3,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3308,002,8,2,3,2,,,3,1,,,,2,4,,,,,4,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3309,001,1,1,4,5,7,,,,,,1,,1,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter
ATCM,3311,001,,3,2,1,3,1,1,3,1,,1,,2,,,,,1,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3311,002,1,1,7,2,2,1,1,,1,,,,2,,,,,1,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3312,101,3,3,2,4,1,2,,,,,,1,1,,,,,2,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,3325,001,,7,12,1,1,6,1,1,,,1,,,,,,,0,"Llamas Rodriguez, Juan A",,,,,,jal171330,juan llamas rodriguez
ATCM,3335,001,1,1,5,1,2,2,2,1,,,4,1,3,,,,,1,"Kane, Simon A",,,,,,sak043000,simon kane
ATCM,3336,001,1,6,10,4,4,1,1,1,,,,,2,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,002,,7,6,2,10,1,2,1,1,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,003,,7,5,3,4,5,3,1,,,,,1,,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3336,501,,,2,1,15,4,,2,2,,,1,1,,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney
ATCM,3337,001,,17,9,1,1,1,1,,,,,,1,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,002,7,10,5,,1,,3,,,,,,3,,,,,1,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,003,8,10,4,1,2,,2,,,,,,3,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3337,501,5,11,5,2,3,1,,1,,,,,1,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood
ATCM,3338,001,10,5,6,1,1,1,,,,,,,4,,,,,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3338,002,11,5,4,2,4,1,1,,1,,,,1,,,,,0,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
ATCM,3340,001,19,1,,1,2,2,1,1,2,,1,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3340,002,16,5,,1,1,,2,1,,1,1,,2,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3340,501,16,2,3,1,3,4,,,,,1,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norman cox
ATCM,3346,001,3,6,6,1,1,,,,,,,,,,,,,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,3346,002,1,12,4,1,,,,1,1,,,,,,,,,1,"Marks, David E",,,,,,dem160430,david marks
ATCM,3350,001,8,4,2,4,1,2,3,1,1,,,,3,,,,,1,"Hewitt, Sharon","Nair, Vinayak",,,,,sxh090220,sharon hewitt
ATCM,3350,002,16,5,,,,1,,,,1,2,1,3,,,,,1,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper
ATCM,3350,501,1,1,4,5,2,2,3,2,1,1,,,4,,,,,2,"Hewitt, Sharon","Nair, Vinayak",,,,,sxh090220,sharon hewitt
ATCM,3350,502,17,6,4,,,,,,,,,,,,,,,1,"Lytton, Robert M","Birnbaum, Mark",,,,,,robert lytton
ATCM,3355,001,1,1,2,,6,,1,4,1,,,,5,,,,,5,"Marder, Amanda K",,,,,,akm150430,amanda marder
ATCM,3365,001,18,6,2,2,,2,,,,,,,,,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,3365,002,6,4,4,,1,1,,1,,,,,1,,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,3366,001,9,18,,,2,,,,,1,,,,,,,,0,"Wu, Hong An",,,,,,hxw173930,hong an wu
ATCM,3366,002,,29,,,1,,,,,,,,,,,,,0,"Evans, Monica J",,,,,,mevans,monica evans
ATCM,3367,001,1,8,9,3,3,3,,,,,,,1,,,,,2,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3368,001,,8,1,3,3,,,,,1,,,2,,,,,1,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3368,002,2,3,2,,1,2,3,1,,,,,3,,,,,1,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,3369,001,,30,,,,,,,,,,,,,,,,0,"Evans, Monica J",,,,,,mevans,monica evans
ATCM,3370,001,6,4,8,5,1,3,,,,,,,2,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3372,001,5,3,,1,3,1,,2,2,,,1,1,,,,,0,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,3388,001,3,7,4,5,5,2,1,1,,,,1,1,,,,,0,"Bell, Elizabeth A","Gupta, Suvash",,,,,,elizabeth bell
ATCM,3388,002,1,5,7,3,6,5,,1,,,,,1,,,,,1,"Bell, Elizabeth A","Gupta, Suvash",,,,,,elizabeth bell
ATCM,3395,001,8,2,,1,,,,,,,,,,,,,,0,"Scott, Andrew F",,,,,,afs140330,andrew scott
ATCM,4305,001,2,3,3,1,1,3,1,,,1,1,1,,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,4306,001,1,1,3,2,4,8,,1,1,,1,,1,,,,,0,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
ATCM,4308,001,5,1,1,1,,1,,1,,,,,1,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar
ATCM,4309,001,,8,2,,1,,,,,,,,1,,,,,0,"McComber, Sean",,,,,,sxm129130,sean mccomber
ATCM,4313,001,,1,1,3,4,1,2,1,1,,1,,2,,,,,2,"Lim, Fengjie",,,,,,,fengjie lim
ATCM,4317,001,,19,,,,,,,,,,,,,,,,0,"Salter, Monika M",,,,,,mxs176131,monika salter
ATCM,4317,002,,16,,,,,,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord
ATCM,4319,001,5,4,2,3,1,,,,,,1,,1,,,,,0,"Veras de Souza, Christine",,,,,,,christine veras de souza
ATCM,4325,001,1,9,2,1,1,,,1,,,,,,,,,,0,"Knight, Kim A",,,,,,kak102020,kim knight
ATCM,4326,001,,4,6,1,2,2,1,1,,,1,,1,,,,,0,"Cooley, Heidi",,,,,,hxc176430,heidi cooley
ATCM,4330,001,,6,10,1,6,2,,,,,1,,1,,,,,0,"Burrough, Xtine","Fladager, Evan J",,,,,cxb153930,xtine burrough
ATCM,4334,001,,17,,,2,,,1,,,,,,,,,,0,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen
ATCM,4338,001,6,5,9,2,1,2,,,1,2,,1,,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar
ATCM,4346,001,1,4,6,,,1,,1,,,,,1,,,,,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,4350,001,10,7,4,1,2,1,1,2,,,1,,1,,,,,0,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt
ATCM,4350,002,2,5,5,2,1,3,1,2,1,,1,1,3,,,,,2,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt
ATCM,4364,001,5,14,,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,,dxt023000,dean terry
ATCM,4365,001,8,3,1,1,1,1,,,,,,,2,,,,,2,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,4365,002,9,4,1,1,,,1,,,,,,1,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
ATCM,4365,501,3,9,1,,2,,,,,,1,,2,,,,,1,"Billingslea, Steven L",,,,,,slb073000,steven billingslea
ATCM,4367,001,,3,8,2,1,2,,,1,,,,2,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4368,001,3,7,5,3,3,2,1,1,,,,,1,,,,,3,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4376,001,20,1,,,,,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,4377,001,18,1,,1,,,,,1,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler
ATCM,4384,001,,11,,,15,,,6,,,1,,3,,,,,2,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,4384,002,,11,,,15,,,11,,,,,2,,,,,0,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,4384,003,,5,,,14,,,11,,,4,,6,,,,,1,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,4397,001,2,14,,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,,dxt023000,dean terry
ATCM,4397,002,9,5,3,1,1,2,,,1,,,,1,,,,,0,"Minnish, Roxanne W",,,,,,rwm061000,roxanne minnish
ATCM,4397,003,4,1,7,3,4,1,1,,1,,1,1,1,,,,,0,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
ATCM,4397,004,9,16,,,,,,,,,,,,,,,,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,6000,001,,,,,,,,,,,,,,19,,,,0,"Balsamo, Anne",,,,,,axb161831,anne balsamo
ATCM,6001,001,,,,,,,,,,,,,,18,,,,0,"Burrough, Xtine",,,,,,cxb153930,xtine burrough
ATCM,6300,001,,9,7,2,,,1,,,,,,,,,,,0,"Knight, Kim A",,,,,,kak102020,kim knight
ATCM,6354,001,,12,2,,,,,,,,,,,,,,,0,"Wu, Hong An",,,,,,hxw173930,hong an wu
ATCM,6377,501,,6,4,1,,,,,,,,,,,,,,1,"Burrough, Xtine",,,,,,cxb153930,xtine burrough
ATCM,6382,001,,11,,,,,,,,,,,,,,,,0,"Banner, Olivia P",,,,,,opb140030,olivia banner
AUD,6113,001,,,,,,,,,,,,,,22,,,,0,"Roeser, Ross J","Fowler, Stephanie L",,,,,roeser,ross roeser
AUD,6303,001,,9,2,,1,,,,,,,,1,,,,,0,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,6305,0H1,,8,1,1,1,1,,,,,,,1,,,,,0,"Le Prell, Colleen G","Cochran, Aaron W",,,,,cgl150030,colleen le prell
AUD,6310,001,,11,1,,2,,,,,,,,1,,,,,0,"Roeser, Ross J","Sickels, Jessica K",,,,,roeser,ross roeser
AUD,6V20,102,,10,,,,,,,,,,,,,,,1,0,"Clark, Jackie L","Trevino, Monica",,,,,jclark,jackie clark
AUD,7253,001,,12,1,,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,,skg180000,scott griffiths
AUD,7324,001,,5,4,3,,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D","Woodford, Allison S","Fowler, Stephanie L",,,,adw052000,andrea warner czyz
AUD,7327,001,,9,1,,1,,,,,,,,,,,,,0,"Clark, Jackie L","Trevino, Monica",,,,,jclark,jackie clark
AUD,7338,001,,2,4,2,1,,,,,,,,,,,,1,0,"Cokely, Carol G","Zang, Andie L",,,,,cgc016200,carol cokely
AUD,7V82,001,,,,,,,,,,,,,,11,,,,0,"Gohmert, Andrea K",,,,,,akg170530,andrea gohmert
BA,1320,001,2,7,4,5,5,8,7,5,,,1,,1,,,,,2,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein
BA,1320,002,2,8,6,10,10,6,1,1,,,,,2,,,,,2,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein
BA,1320,501,3,5,9,7,5,4,1,3,3,1,1,,3,,,,,1,"Olsztynska, Agnieszka","Hanifiafshar, Sharmin",,,,,axo027000,agnieszka olsztynska
BBSU,1100,001,18,3,1,2,3,2,1,1,,,1,1,4,,,,,0,"Hamilton, Anna L",,,,,,alh200000,anna hamilton
BBSU,1100,002,34,2,1,,1,1,,1,,,,,2,,,,,1,"Boynton, Catherine V",,,,,,cxb120030,catherine boynton
BBSU,1100,003,34,2,4,1,,2,,,,,,,1,,,,,1,"Jackson, Kevin",,,,,,kxj162930,kevin jackson
BBSU,1100,004,33,3,,1,1,2,,2,1,,,1,1,,,,,0,"Grimmer, Leslie A",,,,,,lag190011,leslie grimmer
BBSU,1100,005,31,6,2,2,,,1,1,,,1,1,,,,,,0,"Jordan, Katy J",,,,,,kjj073000,katy jordan
BBSU,1100,006,33,5,1,1,1,1,,1,,,,,2,,,,,0,"Grimmer, Leslie A",,,,,,lag190011,leslie grimmer
BBSU,1100,007,14,2,5,,,,,,,1,,,2,,,,,0,"Hamilton, Anna L",,,,,,alh200000,anna hamilton
BBSU,1100,008,35,,2,1,,,,,2,,,,,,,,,0,"Boynton, Catherine V",,,,,,cxb120030,catherine boynton
BBSU,1100,009,28,6,4,1,,1,,1,,,,,,,,,,2,"Jackson, Kevin",,,,,,kxj162930,kevin jackson
BBSU,1100,010,25,7,4,2,5,,1,,1,,,,,,,,,1,"Jordan, Katy J",,,,,,kjj073000,katy jordan
BBSU,1100,011,17,6,5,2,1,,1,5,,,,1,2,,,,,0,"Foster, Corey",,,,,,,corey foster
BBSU,1100,012,22,5,4,2,,1,,1,1,,,,3,,,,,1,"Foster, Corey",,,,,,,corey foster
BCOM,1300,001,2,4,9,3,4,4,3,2,2,1,,1,1,,,,,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,1300,002,2,6,10,3,8,8,1,3,3,,,,3,,,,,1,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry
BCOM,1300,003,,9,11,6,3,6,1,3,4,1,1,,1,,,,,1,"Walton, Michaella",,,,,,mrw170730,michaella walton
BCOM,1300,004,1,9,12,5,6,5,2,1,2,,1,1,,,,,,2,"Walton, Michaella",,,,,,mrw170730,michaella walton
BCOM,1300,005,,1,3,10,9,9,3,3,1,,,1,4,,,,,0,"Prudhomme-Coleman, Michelle",,,,,,mxp190035,michelle prudhomme coleman
BCOM,1300,006,,5,10,13,4,5,2,1,,,,,4,,,,,1,"Harrison, Megan K",,,,,,mkh160330,megan harrison
BCOM,1300,007,,14,2,9,9,,5,1,,,1,,4,,,,,0,"Henderson, Tom",,,,,,txh093000,tom henderson
BCOM,1300,008,2,4,18,8,5,2,,3,1,,,,1,,,,,1,"Moore, Sarah E","Nashat, Farah",,,,,sem054000,sarah moore
BCOM,1300,009,2,1,16,11,8,3,,1,,,,,,,,,,1,"McCrady, Victoria D",,,,,,vdm130030,victoria mccrady
BCOM,1300,010,2,4,16,10,5,5,1,,,,,,1,,,,,1,"Moore, Sarah E","Nashat, Farah",,,,,sem054000,sarah moore
BCOM,1300,011,3,17,18,8,4,,,,,1,,,3,,,,,0,"Loyless, Lauren",,,,,,lxl190018,lauren loyless
BCOM,1300,012,5,6,10,9,3,4,1,,1,,,,,,,,,0,"McCrady, Victoria D","Torteya, Diana E",,,,,vdm130030,victoria mccrady
BCOM,1300,013,,4,24,7,3,5,,3,1,,,,3,,,,,0,"Armstead, Erica",,,,,,exa190018,erica armstead
BCOM,1300,014,,3,24,9,4,6,2,,1,,,1,,,,,,0,"Armstead, Erica",,,,,,exa190018,erica armstead
BCOM,1300,015,,10,17,10,1,2,3,,4,1,,,5,,,,,1,"Said, Stacey",,,,,,sxs210216,stacey said
BCOM,1300,016,,,6,7,9,10,3,1,2,1,,,7,,,,,2,"Moore, Sarah E","Nashat, Farah",,,,,sem054000,sarah moore
BCOM,1300,501,,5,9,8,2,9,2,,2,1,2,1,6,,,,,1,"Cooper, Austin C",,,,,,acc150730,austin cooper
BCOM,1300,502,,,3,7,6,3,8,6,4,2,,2,4,,,,,0,"Prudhomme-Coleman, Michelle",,,,,,mxp190035,michelle prudhomme coleman
BCOM,1300,503,,2,1,2,3,2,1,2,1,2,,,1,,,,,0,"McCrady, Victoria D","Torteya, Diana E",,,,,vdm130030,victoria mccrady
BCOM,3300,001,1,6,10,8,4,9,1,,2,,,,3,,,,,1,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,3300,002,,6,5,7,4,9,3,4,1,1,,,4,,,,,0,"Said, Stacey",,,,,,sxs210216,stacey said
BCOM,3300,003,,14,4,5,10,2,2,1,1,,1,,3,,,,,1,"Henderson, Tom",,,,,,txh093000,tom henderson
BCOM,3300,004,,1,13,5,12,6,2,2,1,,,,2,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,005,,1,2,2,12,8,1,7,5,,,1,4,,,,,1,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BCOM,3300,006,2,3,3,14,5,8,7,,,,,,2,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,007,,9,15,7,7,3,1,,,,,,2,,,,,1,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos
BCOM,3300,008,,4,3,9,8,7,1,2,1,,,1,4,,,,,5,"Moore, Sarah E","Nashat, Farah",,,,,sem054000,sarah moore
BCOM,3300,009,,2,6,5,4,7,6,8,1,1,,,4,,,,,0,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BCOM,3300,010,2,7,4,10,6,3,1,4,,,1,,4,,,,,2,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BCOM,3300,011,,1,5,7,15,5,2,3,1,,,,6,,,,,0,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,012,1,1,12,5,11,4,2,3,,1,,,4,,,,,2,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,013,,14,1,6,7,3,2,3,,,2,,7,,,,,0,"Henderson, Tom",,,,,,txh093000,tom henderson
BCOM,3300,014,,3,6,7,12,5,3,1,1,,,,5,,,,,2,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,015,3,6,12,9,3,3,4,,,1,,,3,,,,,1,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos
BCOM,3300,016,,7,16,10,7,,,2,1,,,,,,,,,1,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,3300,017,1,8,8,12,10,2,,,,2,,1,1,,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,3300,501,,2,4,3,11,8,7,,1,2,2,,4,,,,,1,"Harrison, Megan K",,,,,,mkh160330,megan harrison
BCOM,3300,502,,,2,4,17,2,5,2,2,2,,,6,,,,,1,"Watson, John M","Ciovacco, Marisol A",,,,,,john watson
BCOM,3300,503,,,4,7,5,11,3,5,2,1,,1,2,,,,,1,"McCrady, Victoria D","Torteya, Diana E",,,,,vdm130030,victoria mccrady
BCOM,3300,504,,7,7,3,9,6,2,3,1,,,1,3,,,,,2,"Cooper, Austin C",,,,,,acc150730,austin cooper
BCOM,3300,505,,4,9,6,4,4,,,,,,,2,,,,,0,"Loyless, Lauren",,,,,,lxl190018,lauren loyless
BCOM,4300,001,,1,8,8,7,10,3,4,6,,,1,,,,,,1,"Blockley, Caylin",,,,,,cxb190014,caylin blockley
BCOM,4300,002,,3,12,8,6,9,3,1,2,1,,,,,,,,3,"Blockley, Caylin",,,,,,cxb190014,caylin blockley
BCOM,4300,003,,2,2,3,9,9,5,7,4,2,3,2,1,,,,,0,"Tamez, Katrina",,,,,,kxt200010,katrina tamez
BCOM,4300,004,,3,1,4,9,9,6,3,5,1,3,,,,,,,1,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BCOM,4300,005,,7,6,6,8,8,5,5,,,2,1,,,,,,1,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,,meg012400,margaret smallwood
BCOM,4300,006,,1,9,6,9,7,4,3,3,,2,,1,,,,,0,"Lawson, Kristen A","Brundege, William C",,,,,kal110030,kristen lawson
BCOM,4300,007,,3,3,7,3,4,2,6,4,5,3,2,1,,,,,4,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,008,,,3,2,6,11,7,7,5,1,4,1,,,,,,1,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,009,1,,7,4,13,8,5,5,1,,,,1,,,,,0,"Moore, Sarah E",,,,,,sem054000,sarah moore
BCOM,4300,010,,2,1,4,4,5,7,6,7,1,4,1,4,,,,,2,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,011,,,4,3,5,9,9,7,4,2,1,2,1,,,,,1,"Lookadoo, Kathryn","Brundege, William C",,,,,kxl164330,kathryn lookadoo
BCOM,4300,012,,1,5,5,7,16,6,1,2,1,1,1,1,,,,,2,"Tamez, Katrina",,,,,,kxt200010,katrina tamez
BCOM,4300,501,,1,7,3,8,8,6,4,5,,,1,1,,,,,1,"Layne, Raini M",,,,,,,raini layne
BCOM,4300,502,,4,5,3,10,13,4,1,6,1,,,1,,,,,1,"Stewart, Julie",,,,,,jxs210043,julie stewart
BCOM,4300,503,,2,6,9,7,7,6,3,1,1,,,2,,,,,0,"Layne, Raini M",,,,,,,raini layne
BIOL,1318,001,,5,,,11,,,6,,,5,,1,,,,,1,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra
BIOL,2111,001,10,9,2,6,,2,1,,,,,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,002,6,5,4,3,4,3,5,,,,,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,003,8,2,4,6,2,3,2,,3,,,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,004,8,5,3,2,2,2,3,,1,,,,1,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,005,8,7,4,3,1,2,3,,,1,,,,,,,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,006,10,3,5,6,3,1,1,,,,,1,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,007,7,9,7,3,1,2,,1,,,,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,008,7,6,4,4,1,4,2,,,,,1,1,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,009,8,7,3,2,4,1,,,2,1,,1,,,,,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,010,5,2,5,5,,5,5,1,1,,1,,,,,,,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,2111,0W1,2,15,7,2,9,1,2,2,,,,,,,,,,0,"Burr, John G","Lewis, Anthony J","Berisha, Eranda","Grinffiel, Daniel I",,,burr,john burr
BIOL,2111,0W2,3,13,7,3,7,3,1,2,2,,,,,,,,,1,"Burr, John G",,,,,,burr,john burr
BIOL,2111,0W3,,9,5,1,15,2,4,2,,,,,,,,,,0,"Burr, John G",,,,,,burr,john burr
BIOL,2111,0W4,,4,2,1,4,,1,1,,,,,,,,,,0,"Burr, John G",,,,,,burr,john burr
BIOL,2111,0W5,,6,2,2,4,,3,2,1,,,,1,,,,,0,"Burr, John G",,,,,,burr,john burr
BIOL,2111,0W6,1,10,6,4,12,1,1,4,1,,,,3,,,,,1,"Burr, John G",,,,,,burr,john burr
BIOL,2111,0W7,7,11,11,4,1,2,1,,,,,1,,,,,,0,"Lakoduk, Ashley",,,,,,axl200032,ashley lakoduk
BIOL,2111,0W8,6,5,15,5,3,2,1,,,,,,,,,,,0,"Lakoduk, Ashley",,,,,,axl200032,ashley lakoduk
BIOL,2111,0W9,6,9,11,7,1,2,2,,,,,,,,,,,0,"Lakoduk, Ashley",,,,,,axl200032,ashley lakoduk
