Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
PHIL,3322,501,8,6,7,2,4,3,1,,1,,,,1,2,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
ECON,2301,502,,7,7,9,2,6,1,1,,,,,,2,"Chen, Zhengyang",,,,,,zxc151030,zhengyang chen
PHYS,3380,001,3,3,1,6,4,2,5,1,5,,1,1,1,2,"Anderson, Phillip C",,,,,,pca015000,phillip anderson
ACCT,6333,SS1,,17,,,10,,,6,,,,,,2,"Zolton, Kathy",,,,,,kxz121730,kathy zolton
ENGR,3300,007,1,7,,1,7,,1,6,3,,6,,2,2,"Lee, Jung S","Gandluru, Veerabharathchandrareddy",,,,,jls032000,jung lee
PSY,3339,001,,9,2,4,3,4,2,2,2,2,1,,3,2,"Huxtable-Jester, Karen J",,,,,,kxh014900,karen huxtable jester
MATH,1326,003,7,3,3,,1,5,1,3,,1,1,,9,2,"Anderson, Bill",,,,,,,bill anderson
BMEN,2320,003,5,6,4,7,3,,4,3,1,,1,,2,2,"Fey, Nicholas","Li, Wentao",,,,,nxf160530,nicholas fey
ACCT,4334,501,,5,,,17,1,,10,,,2,,2,2,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
BIOL,3161,011,7,4,6,5,5,2,2,2,3,1,,,1,2,"Meloni, Gabriele",,,,,,gxm152330,gabriele meloni
AMS,3316,0W1,19,5,5,,3,3,1,1,,,,,1,2,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
MKT,6321,0W1,,15,4,8,11,,,,,,,,,2,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
ECS,1100,013,19,2,4,2,1,2,1,1,1,,,1,4,2,"Mann, Ashley",,,,,,axm180114,ashley mann
FIN,3390,003,6,3,3,3,2,4,3,1,3,3,,6,1,2,"El-Ashmawi, Amal H","Jerez Carreno, Jaime Eduardo",,,,,ahe013000,amal el ashmawi
CHEM,3361,002,3,12,9,2,1,2,1,4,1,,1,1,1,2,"D'Arcy, Sheena","Meloni, Gabriele","Lasley, Alexandra E","Ashrafi, Adnin","Dey, Sanchareeka","Krishnamohan, Aishwarya",sxd156730,sheena darcy
MATH,2417,010,7,3,,6,3,1,3,3,4,4,2,,3,2,"Williams, Nathan",,,,,,nxw170830,nathan williams
OPRE,4330,001,1,9,,4,7,7,2,3,3,,2,,2,2,"Frazelle, Andrew E","Shi, Lingling",,,,,aef180002,andrew frazelle
BIOL,2112,006,4,1,10,6,,5,3,4,1,,1,2,3,2,"Wilson, Michelle","Zhou, Qin","Cao, Lian","Yetkin, Celal E","Salamat, Narges",,mxw084000,michelle wilson
MATH,2417,007,19,1,4,1,1,1,1,3,6,,1,,3,2,"Estacio-Hiroms, Kemelli",,,,,,kxe160930,kemelli estacio hiroms
MIS,6309,0W1,,15,10,5,4,5,,1,,,,,1,2,"Saeed, Kashif","Kumari, Riti",,,,,kxs147230,kashif saeed
FIN,4310,002,3,1,5,7,3,5,3,3,5,1,3,,3,2,"Meier, Jean-Marie","Kirk, Steven B",,,,,jmm172030,jean marie meier
PHYS,4301,001,1,8,11,3,2,1,1,3,3,1,2,1,5,2,"Gartstein, Yuri","Pedersen, Eske M",,,,,yxg037000,yuri gartstein
FIN,4310,001,3,4,5,7,6,1,2,4,2,1,2,,5,2,"Meier, Jean-Marie","Kirk, Steven B",,,,,jmm172030,jean marie meier
CS,3305,005,7,9,4,4,5,8,,2,,,1,,2,2,"Morales, Linda","Hogue, Steven D",,,,,lxm014000,linda morales
HIST,4356,001,2,,6,6,8,6,4,5,1,,2,,2,2,"Park, Peter K",,,,,,pkp073000,peter park
ENGR,3341,007,2,2,2,1,2,4,2,7,5,,3,5,7,2,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka
PHIL,2316,501,,2,7,9,6,3,,4,2,,2,1,4,2,"Dennis, Patrick W",,,,,,pdennis,patrick dennis
EE,3302,002,,4,5,5,,1,7,4,1,,4,,12,2,"Busso Recabarren, Carlos A","Qiu, Yuning",,,,,cxb093000,carlos busso recabarren
STAT,1342,001,6,9,6,6,4,4,2,2,,,,1,3,2,"Patwary, Mohammad S",,,,,,,mohammad patwary
ENGR,2300,001,5,24,,2,5,1,1,4,1,,,,,2,"Ali, Mohammed Z","Mitra, Arkadeep",,,,,mohammed,mohammed ali
OPRE,6301,MBP,,22,3,7,1,2,6,,,,,,2,2,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi
MKT,3300,016,9,12,10,4,3,2,2,1,,,,,,2,"Kulkarni, Madhura",,,,,,mxk170005,madhura kulkarni
FIN,3305,002,1,6,1,,12,5,,12,2,,3,,2,2,"Guttery, Randall","Zhao, Yabo",,,,,rxg112530,randall guttery
HIST,4330,001,16,9,8,4,4,2,,,,,,,1,2,"Pfister, Debra H",,,,,,dhpf,debra pfister
CS,4337,501,13,5,5,3,4,3,3,1,2,,1,,4,2,"Karami, Gity","Fisher, Dakota J",,,,,gxk180009,gity karami
BIOL,3161,008,5,9,10,6,1,3,1,1,,2,3,3,,2,"D'Arcy, Sheena",,,,,,sxd156730,sheena darcy
CS,4349,004,3,9,2,4,5,4,4,1,3,,2,,7,2,"Fox, Kyle J","Mohammadpour, Somayeh",,,,,,kyle fox
MATH,2414,007,1,4,2,3,3,2,8,3,2,2,1,3,10,2,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi
HIST,2332,001,,18,12,4,3,1,1,3,,,,,2,2,"Wright, Ben",,,,,,bxw151330,ben wright
BIOL,5420,001,,9,,,17,,,15,,,,,3,2,"Campbell, Zachary","Gonzalez, Juan E",,,,,zxc153030,zachary campbell
HIST,3399,001,,31,4,2,3,1,1,1,,,1,,,2,"Rankin, Monica A","Lopez, Clara Marsela",,,,,mar046000,monica rankin
MATH,2413,019,1,6,7,6,3,2,3,4,2,,1,,9,2,"Akbar, Mohammad M",,,,,,mma110020,mohammad akbar
MATH,1314,001,,2,1,3,2,6,3,6,4,2,5,5,6,2,"McCary, Brady C",,,,,,bcm052000,brady mccary
MATH,2413,003,2,1,3,8,2,5,1,5,3,,3,,12,2,"Martynova, Irina",,,,,,ixm140930,irina martynova
MATH,2417,008,12,4,5,3,4,1,,1,6,1,,1,7,2,"Estacio-Hiroms, Kemelli",,,,,,kxe160930,kemelli estacio hiroms
MATH,2413,016,2,4,4,3,3,3,3,2,2,4,3,1,11,2,"Mussa, Derege",,,,,,dxm146130,derege mussa
MIS,6326,001,,14,6,11,11,,1,,,,,,2,2,"Smashnov, Uri","Sandilya, Nimish K",,,,,uxs051000,uri smashnov
BMEN,3320,002,4,1,6,3,5,4,6,3,2,3,2,,6,2,"Winter, Patrick M",,,,,,pxw151030,patrick winter
EE,2310,001,19,5,2,4,3,1,2,3,2,,,,4,2,"Dodge, Nathan B",,,,,,dodge,nathan dodge
MATH,1314,005,1,,4,2,5,3,7,4,5,1,2,2,9,2,"Kravetc, Pavel",,,,,,pxk142530,pavel kravetc
MATH,2413,009,4,6,4,6,6,3,7,1,3,1,,1,3,2,"Nguyen, Mylinh T",,,,,,mln018200,mylinh nguyen
ACCT,3350,001,,7,7,3,5,3,6,6,5,,1,2,1,2,"Goldman, Nathan C","Nguyen, Kevin K",,,,,ncg160030,nathan goldman
MECH,3305,0W1,2,11,10,6,5,3,2,5,,1,,,1,2,"Fadda, Dani Z","Karami, Farzad",,,,,dzf091000,dani fadda
OBHR,3330,006,1,7,14,8,3,3,4,2,1,,1,,2,2,"Meda, Edward","Mallavarapu, Vijay K",,,,,exm150330,edward meda
MATH,2413,014,4,3,6,6,3,3,6,2,1,3,1,4,4,2,"Eydelzon, Anatoly",,,,,,axe031000,anatoly eydelzon
ACCT,3331,501,4,3,4,2,4,6,4,7,4,3,1,1,3,2,"Files, Rebecca L",,,,,,rlf092000,rebecca files
ATCM,2303,003,,9,18,9,5,3,1,,1,,,,,2,"Oropallo, Kara I","Jennings, Christopher M",,,,,kio160030,kara oropallo
CS,7301,002,,31,9,6,,,,,,,,,,2,"Gupta, Gopal","Shakerin, Farhad",,,,,gupta,gopal gupta
CS,1325,501,3,2,4,7,6,5,3,2,6,3,3,,2,2,"Le, Khiem V",,,,,,kvl140030,khiem le
OBHR,3330,004,4,7,13,7,7,2,2,2,,2,1,,,2,"Meda, Edward","Mallavarapu, Vijay K",,,,,exm150330,edward meda
CS,1136,112,27,3,5,1,2,2,,1,1,,1,,4,2,"Vogel, Don G",,,,,,dgv130030,don vogel
OBHR,3310,006,6,5,8,8,7,7,2,1,2,,,,1,2,"Olsztynska, Agnieszka",,,,,,axo027000,agnieszka olsztynska
OBHR,3330,001,2,21,5,5,7,3,2,2,,,,,,2,"Ritchey, David B",,,,,,davidr,david ritchey
MATH,1325,012,13,7,5,1,7,3,,2,4,,1,1,3,2,"Li, Changsong",,,,,,cxl109120,changsong li
OBHR,3310,502,1,17,,15,12,,1,,,,,,1,2,"Wu, Junfeng","Guo, Nan",,,,,jxw175430,junfeng wu
ACCT,6305,003,,12,7,10,10,5,3,,,,,,,2,"Li, Ningzhong","Holstead, Cameron",,,,,nxl124130,ningzhong li
MATH,2312,002,1,3,4,2,7,2,5,6,3,3,2,4,5,2,"Chen, Yong",,,,,,,yong chen
MATH,1325,001,1,1,5,11,3,4,3,1,1,1,1,5,11,2,"Hellerman, Nathanael",,,,,,,nathanael hellerman
MATH,1325,008,17,1,5,6,1,4,3,3,2,,,,6,2,"Hellerman, Nathanael",,,,,,,nathanael hellerman
CS,1136,104,31,1,4,3,,1,1,1,,,1,,5,2,"Vogel, Don G",,,,,,dgv130030,don vogel
CS,1134,101,23,11,1,,5,,,2,2,,1,,3,2,"Doore, Karen L",,,,,,kld054000,karen doore
CS,1336,002,1,10,5,3,9,4,6,4,1,,2,,3,2,"Brandenburg, Jonathan C",,,,,,jcb011200,jonathan brandenburg
CS,1336,012,8,16,1,2,4,4,,4,2,1,1,,6,2,"Karrah, Shyam S",,,,,,skarrah,shyam karrah
CS,1336,004,2,11,4,8,4,4,5,4,4,1,,,2,2,"Shields, Charles O",,,,,,cshields,charles shields
CS,1336,013,4,9,7,5,3,2,4,4,,2,1,3,6,2,"Le, Khiem V",,,,,,kvl140030,khiem le
CS,1136,113,26,5,2,2,4,1,2,2,,,,,7,2,"Vogel, Don G",,,,,,dgv130030,don vogel
BA,1100,016,3,,2,,1,2,2,1,1,,,4,35,2,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan
ACCT,2301,007,10,5,3,9,5,1,4,6,4,,,,4,2,"Li, Chenchen",,,,,,,chenchen li
ENGR,2300,502,4,22,,4,5,,4,10,,,,1,1,2,"Ali, Mohammed Z","Mitra, Arkadeep","Dai, Yucheng",,,,mohammed,mohammed ali
CS,1334,001,6,4,3,5,7,2,6,14,,,3,,1,2,"Narayanasami, Priya",,,,,,pxn173330,priya narayanasami
ACCT,3322,001,1,15,3,7,12,2,5,3,1,,1,,2,2,"Goodrich, Mary Beth W","Koonce, Katherine",,,,,goodrich,mary beth goodrich
CS,1136,102,36,3,2,1,1,2,,1,1,,2,,3,2,"Vogel, Don G",,,,,,dgv130030,don vogel
ACCT,3341,001,5,13,3,12,7,,2,5,4,,,,1,2,"Natarajan, Ramachandran","He, Jiapeng",,,,,nataraj,ramachandran natarajan
CGS,2301,001,7,11,10,11,4,1,1,3,1,,,,4,2,"O'Toole, Alice J","Qin, Shuo",,,,,otoole,alice otoole
FIN,3320,002,1,16,5,4,14,3,,2,1,,3,2,2,2,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
ENGR,3341,501,4,5,7,3,7,5,4,5,,2,1,1,9,2,"Myers, Kathleen","Quayum, Ayon",,,,,kxm156530,kathleen myers
MATH,2413,021,2,3,6,6,5,5,5,2,5,1,2,2,9,2,"Khoury, Raja N",,,,,,rnk180000,raja khoury
CS,6363,002,,9,11,11,20,1,1,,,,,,,2,"Chandrasekaran, Ramaswamy","Dakle, Parag Pravin",,,,,chandra,ramaswamy chandrasekaran
MKT,3300,002,2,11,16,4,8,8,1,1,1,,,,2,2,"Meda, Edward","Jameei Osgouei, Ata",,,,,exm150330,edward meda
FIN,3320,003,1,1,5,3,6,9,4,8,8,2,3,3,1,2,"Anderson, Frank W",,,,,,fwa012000,frank anderson
EPPS,2301,002,2,1,12,8,11,8,3,5,,,,1,3,2,"Moshier, Jeffrey H",,,,,,,jeffrey moshier
CS,2305,503,4,10,2,3,3,5,1,8,6,3,2,4,4,2,"Farage, Timothy P",,,,,,tfarage,timothy farage
CS,4348,003,9,9,9,4,5,9,2,6,,,1,,1,2,"Alagar, Sridhar","Lu, Jiashuai",,,,,sxa173731,sridhar alagar
MECH,2310,001,2,5,4,4,5,7,9,7,4,2,2,2,2,2,"Thamban, P.L.Stephan","Pandey, Binay J",,,,,stephan,p l stephan thamban
CS,3340,002,,35,,,13,,,4,,,,,3,2,"Goodrum, Richard A","Tran, Trung Hieu","Shahbazi, Nima",,,,rag150330,richard goodrum
HMGT,3301,001,,3,12,9,10,7,8,5,,1,,,,2,"Fleming, Forney F","Vohra, Pulkit",,,,,fwf081000,forney fleming
MATH,2418,005,4,5,3,3,3,,3,9,11,3,3,2,6,2,"Arnold, Maxim",,,,,,mxa149530,maxim arnold
MATH,2418,502,3,5,4,3,8,3,3,3,7,1,,2,13,2,"Miller, James W",,,,,,jwm170630,james miller
ITSS,4351,501,,14,5,13,16,,8,,,,,,,2,"Shekhar, Gaurav","Bao, Chenzhang",,,,,gxs150130,gaurav shekhar
ACCT,4342,001,5,4,12,10,8,4,5,4,1,1,1,1,1,2,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson
ACCT,6301,501,,25,,3,23,,1,3,,,,,2,2,"Karnuta, Daniel","Farooqi, Shan A",,,,,dxk173030,daniel karnuta
PSY,4347,001,,17,3,8,10,5,3,2,3,,3,2,1,2,"Nelson Taylor, Jackie A","Smith, Olivia",,,,,jan110030,jackie nelson taylor
CS,1336,014,4,5,7,4,7,1,1,5,4,4,1,,13,2,"Thompson, Laurie A",,,,,,lthomp,laurie thompson
ACCT,4334,001,,14,,,30,,2,6,2,,3,,1,2,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
EPPS,1110,001,,39,,,11,,,4,,,4,,,2,"Lanham, Carol C",,,,,,ccl054000,carol lanham
FIN,6301,002,,20,5,15,13,2,2,,,,,,1,2,"Xiao, Steven","Wang, Yu-Chi",,,,,sxx150930,steven xiao
EE,1100,001,,25,6,6,11,2,,1,3,,,1,3,2,"Florence, James M","Baruti, Kudra H","Abbasalipour, Amin","Zhang, Yujie",,,jmf130530,james florence
MATH,2420,003,4,6,3,4,10,7,7,3,5,,10,,,2,"Krawcewicz, Wieslaw Z",,,,,,wzk091000,wieslaw krawcewicz
OPRE,3360,011,4,6,11,6,11,4,4,4,1,6,2,1,4,2,"Toptal, Aysegul","Kulkarni, Nilay A",,,,,axt083100,aysegul toptal
OPRE,6332,503,,30,2,17,11,,3,,,,,,1,2,"Sethi, Awanti","Sethi, Shravik P",,,,,asethi,awanti sethi
MECH,3380,001,9,13,9,5,8,4,2,1,5,3,3,2,1,2,"Malik, Arif","Yu, Haoliang",,,,,axm154531,arif malik
HLTH,3305,001,,4,4,6,10,10,9,9,1,,3,2,3,2,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
NSC,4363,001,,33,,,16,,,14,,,3,,,2,"Dussor, Gregory O","Avona, Amanda D",,,,,gxd141130,gregory dussor
CS,3340,001,3,18,7,12,8,5,6,3,2,1,,,1,2,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
PHIL,1301,004,1,11,12,10,10,7,3,3,1,4,2,,3,2,"Amato, Lawrence A","Fields, Kollin E",,,,,laa062000,lawrence amato
HUMA,1301,008,,6,5,12,6,16,2,8,3,,,,9,2,"Mortensen, Joan","Klimpel, Ellen J",,,,,jmorten,joan mortensen
MATH,2420,002,2,7,2,8,6,6,8,8,10,,11,,,2,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel
CS,1136,602,32,9,6,6,1,1,,1,2,,3,,8,2,"Vogel, Don G",,,,,,dgv130030,don vogel
CS,4375,001,4,13,22,13,13,2,,1,,,,,1,2,"Khan, Latifur R","Li, Yifan",,,,,lkhan,latifur khan
CS,4341,002,25,14,9,5,3,1,,6,,,5,,1,2,"DeGroot, Doug",,,,,,dxd180020,doug degroot
CS,1336,502,7,6,10,4,11,13,2,8,3,,,,6,2,"Brandenburg, Jonathan C",,,,,,jcb011200,jonathan brandenburg
PSCI,3328,001,3,13,11,9,14,7,4,,1,,2,,6,2,"D'Orazio, Vito","Sun, Zeyu","Sanchez De La Rosa, Andres Ricardo",,,,vxd152030,vito dorazio
CS,2305,501,11,17,15,10,3,5,4,1,,,,1,4,2,"Willson, James K",,,,,,jkw053000,james willson
CS,3340,501,5,12,12,9,10,8,8,4,2,1,,,,2,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
OPRE,3333,005,13,16,,12,15,,4,5,,3,2,,2,2,"Alimirzaei, Athena","Liu, Yueming",,,,,axa134231,athena alimirzaei
CS,2336,502,10,22,13,15,5,,,6,,,1,,,2,"Khan, Ziaullah",,,,,,kkhan,ziaullah khan
MATH,2418,002,2,5,3,2,5,6,6,12,12,2,7,3,7,2,"Pereira, Luis Felipe F",,,,,,lfp140030,luis felipe pereira
CS,3305,004,,28,6,2,11,6,1,1,4,3,1,1,9,2,"Ishigaki, Genya",,,,,,gxi160230,genya ishigaki
MECH,1208,001,1,11,24,11,7,9,2,3,2,,,,3,2,"Fadda, Dani Z","Hashemi, Navid",,,,,dzf091000,dani fadda
CS,4384,001,6,13,7,6,7,4,7,9,1,3,4,1,6,2,"Arnold, Gordon L","Hayes, Alexander L",,,,,gxa120930,gordon arnold
CS,3340,005,1,2,12,11,12,12,9,5,7,2,1,,1,2,"Mazidi, Karen J",,,,,,kjm160430,karen mazidi
CS,3341,004,10,8,10,9,7,6,5,5,1,1,2,3,8,2,"Whalen, Tristan G","Rajapaksha, Rajapaksha Mudalige S",,,,,tgw100020,tristan whalen
CS,3305,003,,13,20,14,8,13,7,,2,,,,1,2,"Davis, Chris I",,,,,,cid021000,chris davis
OPRE,6301,009,,26,9,18,19,2,3,,,,,,3,2,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi
CS,2335,001,7,29,11,8,10,3,1,3,3,,,3,3,2,"Doore, Karen L",,,,,,kld054000,karen doore
CS,6313,001,,27,10,19,13,7,1,2,,,,,2,2,"Choudhary, Pankaj K","Kotinkaduwe Rankothgedara, Lak Nilusha K",,,,,pkc022000,pankaj choudhary
FILM,2332,501,5,7,12,8,10,11,5,6,8,3,,1,6,2,"Oliver, Stephanie","Cochran, Tyler",,,,,sxo180009,stephanie oliver
PSY,2314,001,7,17,12,6,7,11,2,4,6,1,8,,2,2,"Santrock, John W","Ralph, Yvonne K",,,,,santrock,john santrock
EE,1100,003,,16,6,12,23,2,3,9,4,,1,,8,2,"Florence, James M","Abbasalipour, Amin","Baruti, Kudra H","Zhang, Yujie",,,jmf130530,james florence
BLAW,2301,006,,16,6,10,7,14,11,10,4,,3,,5,2,"Betanzos, Christina L","Keogh, Reagan D",,,,,clb120030,christina betanzos
CS,3341,002,31,10,6,7,8,3,3,4,1,2,4,2,5,2,"Whalen, Tristan G","Zhou, Qinyi",,,,,tgw100020,tristan whalen
HIST,2301,501,5,19,15,6,10,7,2,5,1,2,5,,9,2,"Stewart, Whitney","Davis, Lauren R",,,,,wxs160630,whitney stewart
HIST,1301,011,2,11,12,19,24,7,5,4,,,,,1,2,"Schlereth, Eric R","D'Monte, Nikita",,,,,exs082000,eric schlereth
HIST,1301,010,3,18,17,17,11,7,6,2,2,,,2,2,2,"Schlereth, Eric R","Scalley, Michael W",,,,,exs082000,eric schlereth
HIST,1301,501,1,20,,5,17,2,3,17,1,1,9,,11,2,"Volanto, Keith J",,,,,,kjv062000,keith volanto
PHIL,1301,005,2,8,17,14,12,7,10,6,2,,2,1,7,2,"Davies, Katherine","Bensinger, Justin F",,,,,kxd180013,katherine davies
BLAW,2301,005,,16,9,8,10,15,8,9,5,,7,,1,2,"Betanzos, Christina L","Keogh, Reagan D",,,,,clb120030,christina betanzos
SPAU,3303,001,6,40,,12,20,,4,5,,1,1,,2,2,"Maguire, Mandy","Yuan, Haiying",,,,,mjm053000,mandy maguire
CS,3341,001,17,15,9,7,12,4,4,6,2,4,2,5,7,2,"Whalen, Tristan G","Thompson, Patrick A",,,,,tgw100020,tristan whalen
PHYS,1302,501,4,8,13,11,15,2,9,15,7,4,3,1,2,2,"Sun, Kuei","Timms, Christopher I","Mcgarry, Michael P",,,,kxs147030,kuei sun
MAS,6102,007,,,,,,,,,,,,,1,2,"Wilkerson, Cassandra",,,,,,cxw170000,cassandra wilkerson
MAS,6102,501,,,,,,,,,,,,,,2,"Johnson, Neil",,,,,,nxj121730,neil johnson
ISNS,2367,001,8,28,7,13,23,5,2,1,2,1,2,1,4,2,"Pujana, Ignacio","Lee, Jaewook","Xiong, Kai",,,,pujana,ignacio pujana
PSCI,4329,001,,10,11,5,26,16,7,11,7,2,1,1,5,2,"Peinhardt, Clint W","Akarte, Prajakti V","Cavallo De Oliveira, Paulo Marcio",,,,cwp052000,clint peinhardt
FILM,2332,001,,6,16,9,15,15,13,10,7,3,3,2,7,2,"Petty, John E","Peck, Jenna",,,,,jep140330,john petty
STAT,4351,501,7,5,10,15,9,10,20,5,8,6,7,12,,2,"Efromovich, Sam",,,,,,sxe062000,sam efromovich
PSY,3360,501,1,22,9,4,37,8,8,16,4,2,3,1,4,2,"Dowling, Walter J","Gunal, Mehmet",,,,,jdowling,walter dowling
BIOL,3302,001,14,37,10,12,19,4,4,8,3,2,5,1,,2,"Burr, John G","Srikanth, Uma","Tandon, Neha Ramesh","Neugent, Michael L","Nawas, Afshan Fathima",,burr,john burr
ISNS,2359,001,6,22,13,16,15,20,4,4,4,4,3,,8,2,"Griffin, William R","Sokol, Sarah A",,,,,griffin,william griffin
SPAU,3343,001,5,14,28,9,30,13,6,9,4,1,1,1,6,2,"Katz, William","Mehta, Sonya","Doli, Evdoxia",,,,wkatz,william katz
ATCM,2365,001,9,54,,24,26,,2,4,,1,3,,7,2,"Andreen, Michael T","Bernfeld, Luke S","Murray, Jack A",,,,mta072000,michael andreen
CHEM,2323,003,8,30,4,19,10,12,11,10,5,7,7,4,6,2,"Ahn, Jung-Mo",,,,,,jxa041100,jung mo ahn
PHYS,1301,001,15,20,21,12,14,10,15,7,5,10,,,12,2,"Chen, Lunjin","Liu, Xu",,,,,lxc134330,lunjin chen
PHYS,2326,001,17,46,25,11,17,10,8,6,1,,,2,1,2,"Lumata, Lloyd","Cherepanov, Stanislav M",,,,,lxl143230,lloyd lumata
HLTH,3101,0W1,,126,,,13,,,5,,,4,,,2,"Sandon, Lona",,,,,,lxs095000,lona sandon
ISNS,2359,0W2,12,42,18,15,17,8,12,9,4,,4,,8,2,"Shilpakar, Prabin","Haque, Ziaul",,,,,pxs077000,prabin shilpakar
ECON,2302,001,19,28,17,12,33,19,7,15,15,,3,,5,2,"McElroy, Susan","Zhang, Licheng","Nguyen, Hien T",,,,skm028000,susan mcelroy
PSY,2301,003,38,59,38,47,34,18,18,8,8,4,1,6,15,2,"Gentsch, Joanna K","Helfers, Samantha",,,,,jgentsch,joanna gentsch
CRIM,6301,001,,,2,1,2,,1,1,,,,,2,3,"Kovandzic, Tomislav",,,,,,tvk071000,tomislav kovandzic
BMEN,1100,110,3,6,2,,,1,,,,,,,1,3,"Meyer, Clark A","Shah, Sohail",,,,,cam140130,clark meyer
ATCM,3310,001,4,2,,1,4,,1,,,,,,1,3,"Kitagawa, Midori",,,,,,mxk047100,midori kitagawa
CE,2336,003,,3,,2,1,1,,1,1,1,3,,1,3,"Smith, Jason W",,,,,,jws130830,jason smith
ATCM,4365,001,1,4,4,,1,,,1,,,,,4,3,"Christopher, Timothy V",,,,,,khimbar,timothy christopher
COMM,1311,5W4,6,2,,1,,1,,,,,,1,3,3,"Dorough, Ramona J",,,,,,rjd140130,ramona dorough
ATCM,4365,002,,10,,,4,,,1,,,,,1,3,"Andreen, Michael T",,,,,,mta072000,michael andreen
RHET,1302,024,1,2,3,1,1,1,,,1,,,,6,3,"Sinckler, Robin",,,,,,rxs150131,robin sinckler
BIS,3320,003,,3,2,1,4,,3,1,,1,,,,3,"Pogue, Neall W",,,,,,nxp174730,neall pogue
CHEM,1111,608,8,7,,,,,1,,,,,,2,3,"Dissanayake, Dushanthi S","Remy, Ashele K",,,,,dxd122030,dushanthi dissanayake
ATCM,3308,002,4,1,1,,2,1,3,1,,,,,5,3,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho
THEA,1351,001,2,10,2,4,,1,,,,,,,,3,"Hibbs, Shelby A",,,,,,sah140730,shelby hibbs
PSY,3355,001,3,3,,5,7,,1,,,,,,,3,"Grohman, Magdalena G",,,,,,mgg092000,magdalena grohman
CHEM,2125,106,6,4,4,3,2,1,,,,,,,,3,"Shah, Shailesh N","Diwakara Mohottalalage, Shashini Devika D",,,,,sns170230,shailesh shah
PSY,3339,002,1,6,3,4,2,,1,3,,,1,,,3,"Santrock, John W",,,,,,santrock,john santrock
PHYS,2125,117,,7,5,3,,,,,1,1,,,4,3,"Sun, Kuei","Dhawan, Ruchika",,,,,kxs147030,kuei sun
COMM,1311,0W2,3,11,3,3,1,,1,,2,,,,1,3,"Templeton, Allison A","Tanner, Lari J",,,,,aam141730,allison templeton
GISC,6301,501,,4,3,4,4,5,3,,,,,,2,3,"Tiefelsdorf, Michael","Hu, Lan",,,,,mrt052000,michael tiefelsdorf
ARHM,3342,003,8,10,3,1,2,,,,,,,,1,3,"Evans, Kathryn C",,,,,,kcevans,kathryn evans
CS,4348,002,,8,,,8,,,5,,,,,4,3,"Goodrum, Richard A","Shahbazi, Nima",,,,,rag150330,richard goodrum
CHEM,1111,139,7,11,,,2,,1,,,,1,,3,3,"Abeykoon, Nimali C","Ma, Ziyuan",,,,,nxa124430,nimali abeykoon
MUSI,2127,001,,23,1,,1,,,,,,,,,3,"Palant, Jonathan",,,,,,jxp170230,jonathan palant
ATCM,2301,007,,6,4,4,1,3,3,2,1,1,,1,,3,"Veras de Souza, Christine","Christopher, Daedra","Alzate, Catalina",,,,,christine veras de souza
ATCM,2302,501,3,12,7,1,,1,,,,,,,2,3,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,,rwm061000,roxanne minnish
CHEM,1111,133,18,6,,,1,,,,,,,,1,3,"Abeykoon, Nimali C","Abeyrathna, Nisansala S",,,,,nxa124430,nimali abeykoon
MATH,1314,003,,1,,1,1,1,1,3,5,2,,2,9,3,"Kravetc, Pavel",,,,,,pxk142530,pavel kravetc
ATCM,3338,002,2,6,4,4,2,5,,1,1,,,,2,3,"Chandler, Adam W",,,,,,awc051000,adam chandler
GEOS,1303,002,1,5,1,3,2,4,,2,1,,3,,5,3,"Shilpakar, Prabin","Landreneau, Lauren A","Wang, Ning",,,,pxs077000,prabin shilpakar
ATCM,3350,501,1,9,4,5,4,,1,1,1,,,,1,3,"Hewitt, Sharon","Remington, William A",,,,,sxh090220,sharon hewitt
CHEM,1111,140,2,12,4,4,,3,,1,,,,,1,3,"Dissanayake, Dushanthi S","Tian, Yafen",,,,,dxd122030,dushanthi dissanayake
CHEM,2123,601,12,14,1,,,,,,,,,,,3,"Cue, John Michael","Hernandez, Jayoh A",,,,,,john michael cue
PHYS,2125,102,7,14,3,3,,,,,,,,,,3,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun
