Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
MIS,6309,003,,26,17,21,,,,,,,,,,,"Lahiri, Atanu","Krishnan, Arathy",,,,,axl144730,atanu lahiri
ITSS,4360,501,7,14,25,12,6,,,,,,,,,,"Tang, Shaojie","Shah, Ansh A",,,,,sxt146930,shaojie tang
SE,4351,001,9,6,3,7,11,6,5,4,4,8,1,,1,,"Chung, Lawrence",,,,,,chung,lawrence chung
BMEN,4360,001,,27,3,7,7,3,,4,5,2,1,1,5,,"Rodrigues, Danieli B","Rabe, Kaitlin G",,,,,dxb127430,danieli rodrigues
CHEM,6100,001,,,,,,,,,,,,,,,"Dodani, Sheel C",,,,,,scd023000,sheel dodani
MIS,6380,001,,18,17,8,12,6,2,1,,,,,,,"Bradbury, Judd D","Sharma, Aman",,,,,jdb101000,judd bradbury
CS,1335,002,9,21,9,3,14,1,2,2,1,,,2,2,,"Doore, Karen L",,,,,,kld054000,karen doore
PSY,4343,501,,47,,,14,,,4,,,,,1,,"Small, Trillion N","Taylor, Mackenzie B",,,,,txs174730,trillion small
HUMA,1301,002,21,15,10,2,5,,1,1,1,2,2,,5,,"Remington, Blake W","Zawng, Ze",,,,,,blake remington
PSY,4332,001,5,11,10,9,6,5,3,7,3,3,,2,3,,"Brody, Salena M",,,,,,smb051000,salena brody
ACCT,6335,001,,10,26,16,8,6,,,,,,,1,,"Blair, Ronald J",,,,,,rblair,ronald blair
MIS,6344,003,,29,13,8,5,4,6,2,,,,,,,"Singh, Harpreet","Khurana, Anmol",,,,,hxs104000,harpreet singh
ATCM,3380,001,,5,20,16,16,7,1,1,,,,,,,"Drogos, Kristin L","Owens, Samantha L",,,,,kld140230,kristin drogos
LIT,1301,001,7,25,9,6,12,2,,3,1,,,,3,,"Brewer, Kenneth L","Cook, Mollie C",,,,,klb092000,kenneth brewer
FIN,3330,001,13,23,1,7,11,,2,4,,1,3,,3,,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman
CS,4332,501,22,31,6,2,1,2,,,,,1,,3,,"Desai, Kevin P","Yu, Shimeng",,,,,,kevin desai
CS,4349,001,4,8,2,5,13,4,6,16,1,3,6,,,,"Cankaya, Ebru C","Enoch, Julian",,,,,exc067000,ebru cankaya
MATH,2420,005,5,5,3,15,4,8,8,9,4,,7,,,,"Rachinskiy, Dmitry",,,,,,dxr124030,dmitry rachinskiy
LIT,1301,002,1,9,18,6,9,10,1,3,2,3,,,6,,"Barnes, Ashley","Spencer, Brandy D",,,,,axb162631,ashley barnes
HUMA,1301,005,28,35,1,,2,,,,,,,,2,,"Aryal, Yubraj",,,,,,,yubraj aryal
MIS,6360,002,,19,30,13,4,1,,1,,,,,,,"Thouin, Mark","Dogaroglu, Seckin",,,,,mxt083000,mark thouin
CRIM,4336,0W1,4,31,,4,16,,,6,1,,4,,3,,"Taylor, Robert W","Kanvinde, Vrishali",,,,,rwt092000,robert taylor
FIN,3330,003,11,28,2,8,11,,4,4,,,,,1,,"Chapman, Juliann G","Nguyen, Khiem B",,,,,jgc160130,juliann chapman
CS,4341,001,13,14,9,8,13,4,,7,,,1,,,,"Becker, Eric W",,,,,,ewb160130,eric becker
NSC,4359,501,13,25,,,28,,,,,,2,,1,,"Rypma, Bart P","Himes, Lyndahl M",,,,,bpr061000,bart rypma
OPRE,6302,003,,11,18,32,7,,1,,,,,,,,"Janakiraman, Ganesh","Hosseinabadi Farahani, Mehdi",,,,,gxj091000,ganesh janakiraman
ECS,1100,003,26,15,11,3,3,4,1,,1,,1,,4,,"Edwards, Tanisha N",,,,,,txe120530,tanisha edwards
HUMA,1301,003,34,9,6,12,6,1,1,1,,,,,,,"Ingrao, Peter J","Alanis Perez, Alan Isaac",,,,,jingrao,peter ingrao
HUMA,1301,004,41,5,8,11,2,2,,1,,,,,,,"Ingrao, Peter J","K. Khiabani, Elham C",,,,,jingrao,peter ingrao
MECH,3360,001,,10,6,4,26,7,4,9,1,,2,,1,,"Gelb, Lev D","Nandagopala Krishnan, Siddartha Srinivasan",,,,,ldg102020,lev gelb
HIST,1301,009,1,8,14,10,14,11,2,4,3,,,1,2,,"Klimchock, Carolee","Ye, Huiping",,,,,,carolee klimchock
SE,4352,001,2,25,13,6,18,1,1,2,1,,,1,,,"Kumar, Pushpa S","Munia, Munawara Saiyara",,,,,pkumar,pushpa kumar
MECH,3350,001,3,11,10,11,10,11,6,4,5,,,,,,"Park, Wooram","Sunny, Sumair F",,,,,wxp103020,wooram park
PSY,3392,001,4,24,5,12,15,2,4,2,2,,,,1,,"Grant, Meridith G","Terry, Courtney",,,,,mga061000,meridith grant
CS,6350,001,,18,31,15,7,,,,,,,,,,"Khan, Latifur R","Tao, Hemeng",,,,,lkhan,latifur khan
HLTH,3315,001,,1,6,8,15,15,9,6,3,5,1,1,2,,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
DANC,1305,001,13,40,2,3,7,4,,1,,1,,,1,,"Saba, Monica",,,,,,msaba,monica saba
CRIM,1307,002,,7,16,23,9,10,4,2,,1,,,1,,"Narvey, Chelsey",,,,,,cxn151330,chelsey narvey
OPRE,6301,003,,41,2,19,6,1,1,1,,,,,2,,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,,asethi,awanti sethi
CS,6360,005,,19,36,15,3,,,,,,,,,,"Wu, Wei L","Ghosh, Smita",,,,,wxw020100,wei wu
SOC,4385,001,,19,20,8,8,8,2,2,1,1,2,,2,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni
SOC,4369,001,4,25,31,9,1,2,2,,,,,,,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni
BUAN,6320,002,,9,21,27,11,5,,1,,,,,,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,,jas076100,james scott
BUAN,6320,502,,9,27,22,11,4,,,,,,,1,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,,jas076100,james scott
PSCI,3350,001,7,32,7,3,9,6,5,2,1,,2,,,,"Larue, Patrick","Das, Soham",,,,,pxl111020,patrick larue
OPRE,6371,001,,25,15,24,8,2,,,,,,,,,"Hu, Bin","Garg, Harsh",,,,,bxh180009,bin hu
OPRE,3310,501,,16,,,28,,,22,,,5,,,,"Kohankie, Robert W","Kumar, Akshay",,,,,rwk130030,robert kohankie
SOC,4371,001,6,19,26,5,8,6,2,1,,,,,,,"Simoni, Zachary","Burger, Charis M",,,,,zrs160030,zachary simoni
CS,4485,002,39,20,7,4,1,2,1,1,,,,,,,"Veerasamy, Jeyakesavan","Razo Razo, Miguel A",,,,,veerasam,jeyakesavan veerasamy
HLTH,3101,0W4,,68,,,4,,,2,,,1,,,,"Sandon, Lona",,,,,,lxs095000,lona sandon
BUAN,6320,001,,27,16,14,7,6,4,1,,,,,,,"Cavusoglu, Huseyin","Sharma, Supriya",,,,,huseyin,huseyin cavusoglu
CS,4384,501,32,15,5,4,6,2,,3,4,1,1,2,,,"Farage, Timothy P","Komaragiri, Vasundhara",,,,,tfarage,timothy farage
CS,6301,007,,29,14,19,10,3,,,,,,,,,"Schweitzer, Haim","He, Baokun",,,,,haim,haim schweitzer
OPRE,6332,001,,52,7,9,3,3,,1,,,,,,,"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,kxr087000,kannan ramanathan
PHYS,1100,001,,,,,,,,,,,,,,,"Lary, David J",,,,,,djl101000,david lary
CS,4341,502,16,6,10,7,10,10,,14,,,,,2,,"Becker, Eric W","Shah, Trusit Sandipbhai",,,,,ewb160130,eric becker
MECH,3350,501,,17,,9,17,13,8,5,5,,1,,1,,"Park, Wooram","Sunny, Sumair F",,,,,wxp103020,wooram park
CS,2305,003,13,18,8,7,1,3,5,4,5,2,1,,9,,"Willson, James K",,,,,,jkw053000,james willson
OPRE,6379,501,,23,26,11,6,7,,3,,,,,,,"Rajamani, Divakar","Meng, Qingtao",,,,,dxr020100,divakar rajamani
CS,6375,502,,41,24,13,,,,,,,,,,,"Nagar, Anurag","Lin, Yu",,,,,axn112530,anurag nagar
CS,5343,002,,28,17,3,18,4,2,4,,,,,2,,"Gupta, Neeraj K","Zhao, Zheheng",,,,,nkg140130,neeraj gupta
CS,5348,001,,32,9,9,20,7,,1,,,,,,,"Venkatesan, Subbarayan","Karki, Dipendra",,,,,venky,subbarayan venkatesan
OPRE,6301,002,,33,5,21,10,4,2,3,,,,,,,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,,meb049000,monica brussolo
MECH,3315,002,4,3,10,3,4,14,12,12,5,4,3,1,4,,"Iungo, Giacomo Valerio","Puccioni, Matteo",,,,,ixg140830,giacomo valerio iungo
OPRE,3360,009,7,23,,21,25,,,1,,,2,,,,"Qi, Anyan","Chen, Jiayu",,,,,axq140430,anyan qi
OPRE,6301,502,,28,22,15,7,4,3,,,,,,,,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,,sel120030,sonia leach
OPRE,3360,008,6,26,,20,25,,,2,,,1,,,,"Qi, Anyan","Chen, Jiayu",,,,,axq140430,anyan qi
CS,5343,001,,51,16,8,3,2,,,,,,,1,,"Ozbirn, Greg A","Fang, Zhou",,,,,ozbirn,greg ozbirn
CS,4485,001,38,22,12,2,3,2,,1,,,1,,,,"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,,mrazora,miguel razo razo
CS,5333,501,,13,17,16,17,16,,2,,,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
COMD,6308,001,,51,,,28,,,2,,,,,,,"Dollaghan, Christine","Hiebert, Lindsey A",,,,,cxd062000,christine dollaghan
HIST,1301,006,,6,8,4,14,8,5,16,7,7,1,3,7,,"Johnson, Yvonne","Goldmann, Kerry",,,,,yxj172130,yvonne johnson
SOC,4386,0W1,42,18,11,5,2,,1,,2,,,3,4,,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell
CRIM,4396,0W1,20,22,16,2,6,5,2,5,,,3,,7,,"Polk, Elmer O","Yim, Haneul",,,,,peo091000,elmer polk
HIST,1301,008,8,37,6,16,4,,2,2,2,1,3,,8,,"Pettengill, Ryan S","Mei, Kehan",,,,,rsp120030,ryan pettengill
CS,5333,001,,24,11,11,33,10,,1,,,,,,,"Cobb, Jorge",,,,,,jcobb,jorge cobb
SE,3306,001,11,21,5,5,16,4,6,11,4,4,,,3,,"Farage, Timothy P",,,,,,tfarage,timothy farage
BLAW,2301,001,,15,11,7,9,9,7,7,9,,3,,13,,"Betanzos, Christina L","Keogh, Reagan D",,,,,clb120030,christina betanzos
LIT,3316,501,5,12,12,25,22,4,3,2,1,,1,,3,,"Starnaman, Sabrina","Alhashmi, Rawad Y",,,,,sxs090100,sabrina starnaman
COMD,6320,001,,87,2,1,1,,,,,,,,,,"Aldridge, Michelle A","Kenedi, Helen",,,,,aldridge,michelle aldridge
COMD,6377,001,,84,,,7,,,,,,,,,,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,helen kenedi
NATS,1311,001,20,11,12,7,8,9,8,11,3,,2,,2,,"Hairston, Marc R",,,,,,hairston,marc hairston
NSC,4V90,002,,82,9,2,,1,,,,,,,,,"Moller, Aage R","Brougher, Jackson J",,,,,amoller,aage moller
PSY,3331,501,,22,9,9,12,6,8,12,2,2,4,,8,,"Shirvani, Forouz","Parsons, Julie A",,,,,fxk024000,forouz shirvani
OPRE,3330,001,4,15,13,16,18,13,5,4,2,1,,,4,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz
NSC,4356,001,,54,,,28,,,13,,,,,,,"Sultana, Rukhsana","Abdelkarim, Dema H",,,,,rxs170431,rukhsana sultana
SOC,1301,001,5,27,15,15,5,8,10,5,2,1,1,,1,,"Cohen, Galia",,,,,,gxc097120,galia cohen
SPAU,4394,001,10,46,,8,23,,,6,,,1,,2,,"Kaplan, Karen",,,,,,kkaplan,karen kaplan
MAS,6102,005,,,,,,,,,,,,,2,,"Brookshire, Susan",,,,,,sxb170130,susan brookshire
PSY,3310,501,,33,16,12,15,11,2,3,2,3,,,1,,"Bonner, Deborah L","Poudel, Sonali",,,,,dbonner,deborah bonner
ECS,3361,003,8,25,23,23,11,4,4,2,,,,,,,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
ECS,3361,002,14,39,17,14,10,4,1,1,,,,,,,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
MAS,6102,001,,,,,,,,,,,,,2,,"Brookshire, Susan",,,,,,sxb170130,susan brookshire
HLTH,3300,001,,5,26,22,18,19,10,4,3,4,2,,2,,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes
CHEM,3321,001,5,18,4,14,19,11,17,15,3,3,4,2,4,,"Nielsen, Steven","Ranathunga, Dineli T",,,,,son051000,steven nielsen
BIOL,3318,001,43,33,20,13,4,5,,1,1,,,,,,"Henson, Uyen N",,,,,,unh130030,uyen henson
BIOL,3302,002,,41,,18,23,24,7,3,3,,2,,,,"Delk, Nikki A","Kim, Jung-Whan","Dahl, Haley C","Thomas-Jardin, Shayna E","Gerold, Haleigh",,nad140230,nikki delk
COMD,6221,001,,123,,,3,,,,,,,,,,"Lougeay, Janice",,,,,,lougeay,janice lougeay
PSY,4328,501,19,46,22,15,14,9,2,,1,1,,,1,,"Hafer, Donald G",,,,,,haferd,donald hafer
BIOL,3362,001,9,13,7,15,22,12,22,14,7,6,5,3,3,,"Dejong, Jeff L","Candas, Mehmet","McDill, Parker M","Ambagaspitiye Gedara, Sankalya S","Soladogun, Adedamola S",,dejong,jeff dejong
ATCM,2305,001,45,37,21,11,10,12,4,1,3,1,1,1,5,,"McCord, Peter A","Nguyen, Tuoc K",,,,,pam062000,peter mccord
MECH,1100,001,14,60,61,37,30,7,2,3,1,1,3,,9,,"Fadda, Dani Z","Rios, Oziel","Bay, Joel T","Levy, Emily T",,,dzf091000,dani fadda
GOVT,2305,004,19,50,48,27,24,31,20,18,19,10,8,5,19,,"Lowe, Evan","Zengin, Abdullah Furkan","Gutierrez Mannix, Carlos Daniel","Mutesi, Mireille",,,exl171930,evan lowe
LIT,2341,001,,6,1,,1,,,,,,,,1,1,"Tehan, Terin J",,,,,,txt125430,terin tehan
LIT,3337,501,,,5,2,1,,,,,,,,1,1,"Greer, Erin",,,,,,exg180013,erin greer
SE,4348,001,1,1,,,1,1,2,1,,1,1,,,1,"Ozbirn, Greg A","Eltigani Osman Abaker, Mohamedelfatih",,,,,ozbirn,greg ozbirn
SYSM,6318,SS1,,4,,,3,,,2,,,,,,1,"Biswas, Abhijit","Mostafa, Ahmed H","Kumar, Sumeet","Jameei Osgouei, Ata",,,axb019100,abhijit biswas
ACTS,6301,501,,4,1,1,2,1,,,,,,,,1,"Lu, Wenyi",,,,,,wxl153330,wenyi lu
HUAS,6394,501,,8,,,,,,,,,,,,1,"Curchack, Fred",,,,,,curchack,fred curchack
ENTP,6398,501,,5,,4,,,,,,,,,,1,"Shah, Rajiv",,,,,,rxs079000,rajiv shah
NSC,4366,002,1,1,,,,1,,1,1,,2,,3,1,"Taylor, Anna M",,,,,,amt180004,anna taylor
MUSI,2328,001,,3,1,1,1,,,,1,,,2,1,1,"Mcvay, Michael",,,,,,mjm031000,michael mcvay
MATH,5301,501,,5,2,1,2,,,,,,,,,1,"Makarenkov, Oleg",,,,,,oxm130230,oleg makarenkov
PHYS,2125,121,,4,2,3,,1,,,,,,,,1,"Sun, Kuei","Dhawan, Ruchika",,,,,kxs147030,kuei sun
ATCM,4308,001,,7,1,,,1,,1,,,,,,1,"Farrar, Eric T",,,,,,etf091000,eric farrar
EE,3110,105,5,1,,2,,,,,1,,,,1,1,"Lee, Jeong-Bong","Choi, Ye I",,,,,jblee,jeong bong lee
ED,4357,501,,2,,1,,1,,3,1,,2,,,1,"Chandler, Candice",,,,,,cxc031000,candice chandler
GEOS,1304,001,,2,3,3,,,,1,1,,,,,1,"Pujana, Ignacio","Allen Langhans, April D","Graham, David P",,,,pujana,ignacio pujana
NATS,4390,001,1,2,1,2,2,,,1,,,,,1,1,"Taylor, Stephanie M","Hajeri, Vinita","Dozier, Preston D","Gallardo, Johnny","Stuart, Georgia K","Kelly, Mary Lena U",smt031000,stephanie taylor
HUHI,6313,501,,2,4,4,1,,,,,,,,,1,"Wilson, Michael",,,,,,mwilson,michael wilson
ACN,6368,001,,8,,,3,,,,,,,,,1,"Maguire, Mandy",,,,,,mjm053000,mandy maguire
SE,3377,001,,2,1,,4,2,,,,,1,,1,1,"Simmons, Christopher S","Ayhan, Sadi",,,,,,christopher simmons
GST,3301,001,1,3,1,1,,1,1,,,,1,,2,1,"Prager, Karen","Spence, Melanie","Holub, Shayla C",,,,kprager,karen prager
GEOS,3421,001,,,1,4,2,2,1,,1,,,,,1,"Griffin, William R","Hetti Pathirannehelage, Diluni Ayeshika W",,,,,griffin,william griffin
ATCM,4379,001,1,2,,5,,3,,,,,,,,1,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ACTS,6306,501,,5,2,2,1,,1,,,,,,,1,"Koshevnik, Yuly",,,,,,yxk055000,yuly koshevnik
ATCM,4346,001,,6,4,,,,,,,,,,1,1,"Marks, David E",,,,,,dem160430,david marks
CLDP,2314,001,,5,1,,2,,1,,1,,,,1,1,"Santrock, John W","Ralph, Yvonne K",,,,,santrock,john santrock
BMEN,3120,109,2,1,3,2,2,,,,,,,,1,1,"Winter, Patrick M","Lam, Kevin Hao Su","Atmaramani, Rahul","Abbott, Justin","Ganguly, Antra",,pxw151030,patrick winter
SE,3341,003,,1,2,,2,,,1,1,,2,1,1,1,"Whalen, Tristan G","Jiang, Tian",,,,,tgw100020,tristan whalen
REAL,3305,002,1,1,1,,6,,,1,,,1,,,1,"Guttery, Randall","Zhao, Yabo",,,,,rxg112530,randall guttery
ACTS,6304,501,,2,3,2,3,1,,,,,,,,1,"Lu, Wenyi",,,,,,wxl153330,wenyi lu
HIST,2340,001,1,3,4,2,1,,,,,,,,,1,"Admiral, Rosemary",,,,,,rxa170011,rosemary admiral
MSEN,6340,001,,4,8,,,,,,,,,,,1,"Kim, Moon J",,,,,,mjk034000,moon kim
BIS,4306,0W2,2,1,5,1,1,1,,,,,,,1,1,"Simpson, Carrie M",,,,,,cms131030,carrie simpson
ARTS,2315,001,2,10,,,,,,,,,,,,1,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn
MIS,6319,0W1,,6,,,6,,,,,,,,,1,"Thompson, Luell O",,,,,,lot013000,luell thompson
AUD,6303,001,,7,2,,3,,,,,,,,,1,"Lobarinas, Edward",,,,,,exl152130,edward lobarinas
AUD,6305,001,,8,2,1,1,,,,,,,,,1,"Le Prell, Colleen G",,,,,,cgl150030,colleen le prell
AUD,6310,001,,2,6,3,,,1,,,,,,,1,"Roeser, Ross J",,,,,,roeser,ross roeser
GISC,7363,0W1,,8,3,1,,,,,,,,,,1,"Qiu, Fang","Shi, Fan",,,,,ffqiu,fang qiu
GEOS,1104,101,,5,2,1,,,1,2,,,,,1,1,"Pujana, Ignacio","Landreneau, Lauren A","Rao, Astha",,,,pujana,ignacio pujana
ARAB,1312,001,5,8,,,,,,,,,,,,1,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
ATCM,6377,501,,10,2,,1,,,,,,,,,1,"Burrough, Xtine",,,,,,cxb153930,xtine burrough
PSYC,6327,001,,10,,3,,,,,,,,,,1,"Ackerman, Robert A",,,,,,raa110030,robert ackerman
BMEN,3130,101,,9,2,,1,,,,,,,,1,1,"Bian, Fang","Shihabeddin, Tarik",,,,,fxb180003,fang bian
CE,3302,002,,2,2,1,1,1,1,1,2,,,,2,1,"Busso Recabarren, Carlos A","Qiu, Yuning",,,,,cxb093000,carlos busso recabarren
CS,4141,112,12,,,,,,1,,,,,,,1,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
GEOS,4430,001,2,5,1,1,3,,1,,,,,,,1,"Brikowski, Tom","Nichols, Naomi Ty Asha P","Peiris, Inoka M","Sink, Katharine O",,,brikowi,tom brikowski
CRWT,2301,002,,3,5,2,,1,,,1,,,,1,1,"DiNuzzo, Brian",,,,,,bxd141330,brian dinuzzo
MKT,6323,001,,8,,,5,,,,,,,,,1,"Kumar, Nanda","Subramanian, Thyagarajan",,,,,nkumar,nanda kumar
DANC,2331,501,4,5,,,2,,,,,1,,,1,1,"Johnson, Melissa A",,,,,,maj140430,melissa johnson
ARTS,3371,001,,3,7,,,,1,,1,,,,1,1,"Miller, Cynthia M",,,,,,cmm016900,cynthia miller
CS,6385,001,,8,,5,,,,,,,,,,1,"Farago, Andras","Ghosh, Smita",,,,,farago,andras farago
ARTS,3371,002,1,4,4,1,1,1,,,,,,,1,1,"Durant, Stephanie D",,,,,,ddm043000,stephanie durant
FIN,6318,001,,4,3,2,2,2,,,,,,,,1,"Xu, Yexiao","Kim, Sang Hyun",,,,,yexiaoxu,yexiao xu
SE,4348,003,,1,1,3,1,1,,2,,1,1,,2,1,"Alagar, Sridhar","Lu, Jiashuai",,,,,sxa173731,sridhar alagar
FIN,7335,001,,4,8,1,,,,,,,,,,1,"Li, Jun",,,,,,jxl128031,jun li
FIN,7345,001,,8,2,1,2,,,,,,,,,1,"Wei, Kelsey D",,,,,,kdw061000,kelsey wei
SE,4348,501,,2,1,4,,1,1,2,1,,,,,1,"Ozbirn, Greg A","Mi, Feng",,,,,ozbirn,greg ozbirn
CE,3102,104,,12,,,1,,,,,,,,,1,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,,yxh177430,yang hu
MECH,4381,001,,6,5,3,,,,,,,,,,1,"Hart, Robert A","Gravell, Jamie D","Fadda, Dani Z",,,,rxh124630,robert hart
MSEN,6319,001,,2,2,4,2,2,,2,,,,,,1,"Wallace, Robert M",,,,,,rmw031000,robert wallace
ED,3380,501,3,7,1,1,,2,,,,,,,,1,"Hart, Nicola",,,,,,nxh171730,nicola hart
IMS,4330,501,,7,1,5,1,,,,,,,,,1,"Zydorek, Hubert",,,,,,hxz120930,hubert zydorek
ATCM,3370,002,2,2,4,3,1,,,1,,,,,1,1,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ENVR,2302,001,2,1,3,1,2,1,,1,,1,,,2,1,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
BMEN,3370,002,1,2,3,1,2,1,,3,1,,,,,1,"Brown, Katherine G","Ozdemir, Ipek",,,,,kgb170130,katherine brown
MATH,7313,501,,10,,,3,1,,,,,,,,1,"Pereira, Luis Felipe F",,,,,,lfp140030,luis felipe pereira
MIS,6369,0W1,,5,,,9,,,,,,,,,1,"Deluke, Eugene","Gaglani, Kajal M",,,,,gxd052000,eugene deluke
PA,6399,501,,14,,,,,,,,,,,,1,"McCaskill, John R",,,,,,jrm094020,john mccaskill
IMS,6304,001,,2,5,5,1,1,,,,,,,,1,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu
ATCM,6000,001,,,,,,,,,,,,,,1,"Balsamo, Anne",,,,,,axb161831,anne balsamo
MUSI,2315,001,,13,,,2,,,,,,,,,1,"Hodan, Daniel M",,,,,,dmh017000,daniel hodan
SPAN,1312,001,1,1,8,1,1,1,,,,,1,,1,1,"Gonzalez, Cristina M",,,,,,cxg042000,cristina gonzalez
ECON,6305,501,,11,,2,1,,,1,,,,,,1,"O'Brien, Daniel M",,,,,,obri,daniel obrien
MATH,3323,001,3,2,2,,1,3,1,1,,,,1,1,1,"Stanford, Paul H",,,,,,phs031000,paul stanford
PSY,4377,001,2,4,4,3,,,,,1,,,,1,1,"Stilwell, John Q",,,,,,stilwell,john stilwell
ATCM,6300,001,,7,4,2,2,,,,,,,,,1,"Knight, Kim A",,,,,,kak102020,kim knight
PSY,3393,004,,1,4,2,3,1,,1,,,,,3,1,"Shirvani, Forouz",,,,,,fxk024000,forouz shirvani
HONS,3199,HN7,8,2,4,1,,,,,,,,,,1,"Duquaine-Watson, Jill M",,,,,,jmw087000,jill duquaine watson
BPS,6256,XS1,,2,5,5,3,,,,,,,,,1,"Solomon, Lawrence N",,,,,,,lawrence solomon
BPS,6310,XS1,,9,,,6,,,,,,,,,1,"Peng, Mike",,,,,,mxp059000,mike peng
BPS,6254,XS1,,6,,3,6,,,,,,,,,1,"Strickland, Warren",,,,,,,warren strickland
FIN,6253,XS1,,8,3,4,,,,,,,,,,1,"Nanda, Vikram K",,,,,,vkn150030,vikram nanda
ARTS,3311,001,3,1,,2,2,2,,3,2,,,,1,1,"Copeland, Colette",,,,,,cxc132230,colette copeland
MUSI,3185,001,,13,3,,,,,,,,,,,1,"Palant, Jonathan",,,,,,jxp170230,jonathan palant
BMEN,4110,107,3,4,1,1,2,1,,4,,,,,,1,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro",,,,,sxa074200,soudeh ardestani khoubrouy
MECH,3120,105,12,3,1,,,,,,,,,,,1,"Hassanipour, Fatemeh","Liu, Yaning",,,,,fxh091000,fatemeh hassanipour
GEOS,2306,001,,7,,,5,,,2,,,,,2,1,"Shilpakar, Prabin","Mueller, Nicholas J",,,,,pxs077000,prabin shilpakar
SPAN,1312,002,1,3,4,4,3,,,,,,,1,,1,"Gonzalez, Cristina M",,,,,,cxg042000,cristina gonzalez
CE,2336,503,2,7,1,1,3,1,,,1,,,,,1,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy
SYSM,6304,001,,13,3,,,,,,,,,,,1,"Minden, Alixandre R",,,,,,arm130430,alixandre minden
ACCT,6332,001,,7,,,5,,,3,,,,,1,1,"Zolton, Kathy","Memon, Sana R",,,,,kxz121730,kathy zolton
BCOM,3310,001,,3,7,,2,2,,,1,1,,,,1,"McCrady, Victoria D","Ogunjobi, Olufunke A",,,,,vdm130030,victoria mccrady
MUSI,2315,002,13,,,,,,,,,,,,3,1,"Wilder, James E",,,,,,jew042000,james wilder
ECS,3390,507,4,4,1,2,2,,,2,1,,,,,1,"Scally, Deborah A",,,,,,das,deborah scally
ATCM,4367,001,,1,8,2,1,1,,,,,,1,2,1,"Christopher, Daedra",,,,,,dxe093020,daedra christopher
CE,2305,504,1,4,,2,1,1,3,2,,,,2,,1,"Soncodi, Adrian C",,,,,,acs151130,adrian soncodi
MSEN,5310,001,,3,2,5,3,2,,1,,,,,,1,"Hsu, Julia",,,,,,jxh101000,julia hsu
IMS,3V92,091,10,3,,,,,,,,,,,1,1,"Carraher, Shawn M",,,,,,smc130730,shawn carraher
PHIL,4322,501,6,4,,1,1,,,,,1,1,1,1,1,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
JAPN,3311,501,,2,3,2,2,1,,2,1,2,1,,1,1,"Kroska, Nami",,,,,,nxk167330,nami kroska
BMEN,1100,105,2,3,4,2,4,,,,,1,,,1,1,"Myers, Kathleen","Jha, Sauraj",,,,,kxm156530,kathleen myers
EEMF,6319,501,,9,7,1,,,,,,,,,,1,"Frensley, William",,,,,,frensley,william frensley
ENTP,4360,001,,,,2,12,,2,,,,,,1,1,"Wright, Robert G",,,,,,rgw091000,robert wright
ARTS,3372,002,,10,,,7,,,,,,,,,1,"Rushing, Rachel",,,,,,,rachel rushing
ARTS,2380,001,4,4,4,1,3,,1,,,,,,,1,"Egan, Trey T",,,,,,tte150130,trey egan
ARTS,1316,501,,4,,1,12,,,,,,,,,1,"Lacy, Mary E",,,,,,mel024000,mary lacy
GEOS,1103,101,2,4,2,1,,2,1,1,,,2,,2,1,"Griffin, William R",,,,,,griffin,william griffin
AP,3340,002,,12,,1,,2,,,,,1,,1,1,"Goode, Dianne H",,,,,,dgoode,dianne goode
