Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
MKT,4330,0W1,4,4,6,3,1,4,2,3,,1,1,1,1,,,,1,,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,4334,5U1,1,9,4,2,,,,1,,,,,,,,,,,"Mabruk, Zayd N",,,,,,sxp158130,sandra pacyna
MKT,4360,5U1,,15,31,1,,,,,,,,,,,,,,,"Johnson, Quincy",,,,,,nxf051000,neil farquharson
MKT,4V90,593,,,,,,,,,,,,,,10,,,,,"Haworth, Julie B",,,,,,haworth,julie haworth
MKT,6301,0W1,,14,5,5,14,10,,1,,,,,,,,,2,,"Pahwa, Parneet",,,,,,axb019100,abhijit biswas
MKT,6301,CW1,,9,2,2,,,,,,,,,,,,,,,"Reichmuth, Gary",,,,,,,gary reichmuth
MKT,6301,CW2,,22,,,,,,,,,,,,,,,,,"Munch, James",,,,,,,james munch
MKT,6301,MBP,,6,3,8,10,,,,,,,,,,,,,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6301,XH1,,18,1,1,,,,,,,,,,,,,,,"Reichmuth, Gary",,,,,,,gary reichmuth
MKT,6309,0W1,,1,4,4,3,,1,,,,,,,,,,,,"Rajaratnam, Daniel",,,,,,murthi,b p murthi
MKT,6310,0W1,,3,3,5,3,1,2,,,,,,,,,,,,"Biswas, Abhijit","Lim, Taewook",,,,,axb019100,abhijit biswas
MKT,6321,0W1,,7,1,6,2,1,,,,,,,,,,,,,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MKT,6332,0W1,,2,3,6,4,4,2,,,,,,,,,,,,"Biswas, Abhijit","Lim, Taewook",,,,,axb019100,abhijit biswas
MKT,6339,0W1,,3,1,4,3,1,,,,,,,,,,,1,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
MKT,6352,0W1,,7,,1,3,2,,4,,,,,,,,,1,,"Tirone, Guido",,,,,,gxt170001,guido tirone
MKT,6V98,0U1,,,,,,,,,,,,,,,,,,11,"Edsel, Alexander D",,,,,,ade012000,alexander edsel
MUSI,1306,0W1,25,7,2,4,3,,2,1,1,,,,,,,,,,"Rushing, Katrina C","Kalkanli, Ogulcan",,,,,ljs130230,linda salisbury
MUSI,2315,5U1,,8,1,1,,,,,,,,,,,,,,,"Hodan, Daniel M",,,,,,jew042000,james wilder
NATS,5100,091,,,,,,,,,,,,,,,,,,16,"Krawietz, Paul",,,,,,pxk210042,
NSC,3361,0U2,4,5,3,1,2,3,3,2,,3,,2,,,,,2,,"Raboune, Siham","Gayluak, Ynaluak J","Ashshareef, Salma",,,,amt180004,anna taylor
NSC,3361,0U3,3,2,3,3,3,1,,,,,,,,,,,,,"Marks, William","West, Reyanne M",,,,,esl130130,eva ladow
NSC,4351,0W1,,35,3,,1,,,,,,,,,,,,,,"Shareef, Safi Ullah","Mendez, Skylar A","Porras, Abi",,,,sms170009,safiullah shareef
NSC,4352,0U1,1,1,4,2,,1,1,1,,1,,,2,,,,,,"Raboune, Siham","Hudson, Rachael N",,,,,rxs170431,rukhsana sultana
NSC,4354,0U1,1,2,2,3,1,1,1,,,,,,,,,,,,"Sultana, Rukhsana",,,,,,rxs170431,rukhsana sultana
NSC,4382,0W1,2,12,15,3,2,1,1,,,,,,1,,,,,,"Jahangiri, Faisal R","Suzaki, Aoi","Ramos Freitas, Lindsey E",,,,amoller,aage moller
OB,6249,CW1,,23,,,,,,,,,,,,,,,,,"Warner, Lizette",,,,,,,lizette warner
OB,6253,CW1,,,,,,,,,,,,,,,,,,19,"Hicks, Robert F",,,,,,,robert hicks
OB,6301,0W1,,22,9,5,2,3,3,,,,,,1,,,,,,"Hasenhuttl, Maria","Shen, Jia",,,,,ziegler,laurie ziegler
OB,6301,CH1,,16,4,,1,,,,,,,,,,,,,,"Nugent, Kim S",,,,,,,kim nugent
OB,6331,CW1,,20,,,,,,,,,,,,,,,,,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OB,6334,CW1,,22,7,2,2,,,1,,,,,2,,,,,,"Bianco-Mathis, Virginia",,,,,,,virginia bianco mathis
OB,6344,CW1,,31,2,4,2,1,,,,,,,,,,,,,"Norton, Larry W",,,,,,,larry norton
OB,6348,CW1,,21,5,,2,1,,,,,,,1,,,,,,"Narro, Amber J",,,,,,,amber narro
OB,6351,CW1,,14,5,2,2,,,,,,,,,,,,,,"Warner, Lizette",,,,,,,lizette warner
OB,6352,CW1,,18,1,,,,,,,,,,,,,,,,"Warner, Lizette",,,,,,,lizette warner
OB,6382,CW1,,23,1,,,,,1,,,,,1,,,,,,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6382,CW2,,22,1,,,,,,,,,,,,,,,,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OB,6384,CW1,,25,2,1,,,,,,,,,,,,,,,"Honeycutt, James",,,,,,,james honeycutt
OBHR,3310,0U1,11,8,11,5,5,3,1,,1,,,1,,,,,,,"Kim, Hwayoung",,,,,,davidr,david ritchey
OBHR,3330,5U1,9,4,11,2,2,1,,,,,,,,,,,,,"Thomas, Alayna G",,,,,,dja180003,dale albrecht
OBHR,4090,0U1,,,,,,,,,,,,,,13,,,,,"Weekley, Jeffrey A",,,,,,,jeffrey weekley
OBHR,4300,0U1,11,,,,,,,,,,,,,,,,,,"Edgington, Kyle D",,,,,,kde081000,kyle edgington
OPRE,3310,0U2,8,5,7,9,8,,3,3,,,1,,,,,,1,,"Du, Haokun",,,,,,dxp153830,david parks
OPRE,3310,5U1,6,8,3,8,6,3,5,,,,,,,,,,1,,"Zhang, Minmin",,,,,,yxc121130,ying cao
OPRE,3310,5W1,4,10,10,8,2,8,1,1,,,,,,,,,,,"Alborz, Shawn",,,,,,dsw180001,david widdifield
OPRE,3330,0W1,8,6,5,7,8,5,5,2,,1,1,,,,,,,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz
OPRE,3333,0W1,,8,10,5,4,1,5,5,4,,1,,4,,,,,,"Enayaty Ahangar, Negin","Shahsavand, Parisa",,,,,axa134231,athena alimirzaei
OPRE,3333,0W2,2,5,3,6,7,3,4,3,3,2,1,,2,,,,4,,"Enayaty Ahangar, Negin","Shahsavand, Parisa",,,,,axa134231,athena alimirzaei
OPRE,3333,5U1,8,3,2,3,6,2,2,2,,2,2,1,1,,,,,,"Whalen, Tristan G","Jiang, Shanlin",,,,,mxn121930,mohammad naseri
OPRE,3360,0W1,23,10,5,7,8,5,3,1,2,1,,,1,,,,,,"Ahadi, Khatereh","Tahergandomabadi, Mohammadmahdi",,,,,flannery,carol flannery
OPRE,3360,5U1,1,6,5,6,6,1,2,4,1,4,3,3,2,,,,,,"Whalen, Tristan G","Jiang, Shanlin",,,,,mxn121930,mohammad naseri
OPRE,4090,091,,,,,,,,,,,,,,12,,,,,"Brussolo, Monica E",,,,,,meb049000,monica brussolo
OPRE,6009,0U1,,,,,,,,,,,,,,,,,,31,"Widdifield, David S","Fierst, John",,,,,dsw180001,david widdifield
OPRE,6301,0W1,,10,7,8,6,3,1,,,,,,,,,,2,,"Brussolo, Monica E","Kurucak, Abdurrahman",,,,,flannery,carol flannery
OPRE,6301,CH1,,20,6,3,2,,,,,,,,,,,,,,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
OPRE,6302,0W1,,9,2,2,10,2,4,3,,,,,,,,,3,,"Leach, Sonia E","Bu, Like",,,,,milind,milind dawande
OPRE,6302,MBP,,8,6,8,5,,,,,,,,,,,,,,"Subramoniam, Ramesh",,,,,,rxs179630,ramesh subramoniam
OPRE,6332,5U1,,4,3,3,1,3,2,1,,,,,1,,,,,,"Ramanathan, Kannan","Chaparla, Grashma Srihita",,,,,kxr087000,kannan ramanathan
OPRE,6362,0W1,,6,9,3,4,,1,,,,,,,,,,,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz
OPRE,6364,PW1,,13,5,1,1,,,,,,,,,,,,,,"Rajamani, Divakar",,,,,,dxr020100,divakar rajamani
OPRE,6378,5W1,,4,3,6,,1,,,,,,,,,,,,,"Widdifield, David S",,,,,,dsw180001,david widdifield
OPRE,6379,PW1,,21,2,2,1,,,,,,,,,,,,,,"Rajamani, Divakar",,,,,,dxr020100,divakar rajamani
OPRE,6V98,0U1,,,,,,,,,,,,,,,,,,14,"Fierst, John","Widdifield, David S",,,,,meb049000,monica brussolo
PA,2325,0S1,,22,,,,,,,,,,,,,,,,,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
PA,3310,0S1,,15,,,,,,,,,,,,,,,,,"McCaskill, John R",,,,,,jrm094020,john mccaskill
PA,6313,5U1,,10,,,6,,,,,,,,,,,,,,"Johnson, Daniel A",,,,,,daj240002,
PA,6326,0W1,,29,,,1,,,,,,,,,,,,,,"McCaskill, John R",,,,,,dkiel,
PA,6345,5U1,,9,2,,,,,,,,,,,,,,,,"Benavides, Abraham",,,,,,gxc097120,galia cohen
PA,6369,5U1,,11,5,,,1,,,,,,,,,,,,,"Hutcheson, Patricia L",,,,,,jrm094020,john mccaskill
PA,8330,HN1,,30,1,2,,,1,,,,,,,,,,,,"Shute, William H","Chin, Michelle L",,,,,whs170030,
PA,8331,HN1,,31,2,1,,,,,,,,,,,,,,,"Chin, Michelle L",,,,,,mlc140530,
PA,8332,HN1,,,,,,,,,,,,,,,,,,34,"Ramanathan, Subhasri","Chin, Michelle L",,,,,mlc140530,
PHIL,1301,0W1,,4,10,5,5,6,2,2,4,,2,1,3,,,,2,,"Campos, Laura Graciela","Brown, Derek W",,,,,laa062000,lawrence amato
PHYS,1101,1U1,4,18,2,,1,,,,,,,,,,,,,,"Khan, Amena L","Desai, Amogh N",,,,,axk140130,amena khan
PHYS,1102,1U1,12,1,,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Shrestha, Samyak",,,,,paulmac,paul macalevey
PHYS,1301,0U1,4,12,2,2,3,3,1,,,,1,,,,,,,,"Khan, Amena L","Kapte, Isha Sunil","Arabiat, Aya H",,,,jds107020,jason slinker
PHYS,1302,0H1,6,2,2,,1,1,2,2,,,,,1,,,,,,"Kadala, Roger H","Seifi, Melodee O","Kajla, Rohit",,,,rxk220001,roger kadala
PHYS,1302,0U1,2,1,2,2,2,1,,1,,,,,,,,,,,"Malko, Anton","Smith, Sean S","Zhao, Kehui",,,,avm074000,anton malko
PHYS,2125,1U1,8,6,1,,,1,,,,,,,,,,,,,"Khan, Amena L","Magadi Shivalingaiah, Meghraj",,,,,kxs147030,kuei sun
PHYS,2126,1U1,6,4,1,,,1,,,,,,1,,,,,,,"Mac Alevey, Paul J","Ruwali, Shisir",,,,,paulmac,paul macalevey
PHYS,2126,1U2,19,3,1,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Palos, Rylee K","Ahmad, Faiz",,,,paulmac,paul macalevey
PHYS,2325,0H1,5,8,5,,5,1,1,5,1,,1,2,5,,,,,,"Slinker, Jason D","Ali, Akbar","McNally, Christina M",,,,jds107020,jason slinker
PHYS,2326,0U1,1,8,17,4,6,2,1,1,1,,,,,,,,1,,"Gartstein, Yuri","Aker, Adam","Bera, Avijit",,,,yxg037000,yuri gartstein
PHYS,3411,0U1,,,,1,,1,1,3,1,3,,,,,,,,,"Mac Alevey, Paul J","Lochridge, Matthew D",,,,,paulmac,paul macalevey
PSCI,3303,0S1,3,12,2,,,,,,,,,,2,,,,,,"Gray, Thomas R",,,,,,txg171430,thomas gray
PSCI,4306,0U1,3,3,2,6,5,1,,,,1,,1,2,,,,,,"Elmore, Naela","Peressotti, Giuseppe","Adjadeh, John-Paul E",,,,nxm153530,
PSCI,4396,001,1,4,1,,3,,3,2,,,2,,,,,,,,"Grover, William C",,,,,,pxd153230,paul diehl
PSY,2301,0S1,,5,2,1,,,1,,,,,1,1,,,,,,"Brody, Salena M",,,,,,smb051000,salena brody
PSY,2301,0W1,18,15,13,7,1,5,1,2,,1,1,2,3,,,,,,"Ybarra, Regina K","Gu, Pan",,,,,smb051000,salena brody
PSY,2317,0W1,,9,11,5,2,1,,,,,1,,,,,,,,"Fearon, Danielle","Behboudi, Mohammad Hossein",,,,,gxs180015,gayle schwark
PSY,3310,0U1,4,8,2,,,,1,,,,,,,,,,,,"Heinrich, Melissa D","Liu, Yilin",,,,,krs150330,
PSY,3331,0W1,21,23,12,2,1,2,2,,1,1,1,,4,,,,1,,"Shirvani, Forouz","Telidevara, Amrita Kaushik",,,,,bxp200011,bo kyung park
PSY,3342,0W1,,43,,,6,,,4,,,1,,,,,,,,"Bonner, Deborah","Gholap, Neha P",,,,,dbonner,deborah bonner
PSY,3360,0W1,,9,16,12,22,6,5,4,9,,1,2,4,,,,1,,"Drew, Linda M","Delfosse, Camille M",,,,,lmd102020,linda drew
PSY,3361,0U1,,6,1,1,1,1,,,,,,,1,,,,,,"Devora, Paulina V","Brown, Tracy",,,,,mam089100,mitchell meltzer
PSY,3392,0W1,6,10,3,5,5,7,3,2,1,1,,,1,,,,,,"Poucher, Jesse W","Carrico, Sara M",,,,,mga061000,meridith grant
PSY,3393,0U1,,4,,,8,,,2,,,,,2,,,,1,,"Macphail, Donald C","Eisenberg, LuLu A",,,,,ach103020,amanda hahn
PSY,3393,0W1,,6,7,8,2,1,,,,,,,,,,,,,"Fearon, Danielle","Sanchez, Patricia Monique",,,,,fxk024000,forouz shirvani
PSY,4343,0W1,42,16,10,7,6,2,5,1,,1,,1,1,,,,,,"Ybarra, Regina K","Kulkarni, Maitreyee",,,,,rky190000,regina ybarra
PSY,4394,0U1,,,,,,,,,,,,,,17,,,,,"Choate, Michael J",,,,,,mchoate,michael choate
PSY,4395,0U1,,,,,,,,,,,,,,20,,,,,"Choate, Michael J",,,,,,mchoate,michael choate
REAL,6322,0W1,,10,,2,,,,,,,,,,,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy
RHET,1302,0S1,9,3,2,,,,,,,,,,1,,,,,,"Anwesha, Swati",,,,,,txb112130,tracey berry
RHET,1302,0W1,,11,5,,,,,,,,,,1,,,,,,"Alem, Hosanna G",,,,,,sxm170012,shivika mathur
RHET,1302,0W2,3,5,1,1,,2,,,,,,,1,,,,1,,"Morgan, George D",,,,,,axs084500,addison shierry
RHET,1302,0W3,2,1,3,2,,2,,,1,,,,1,,,,,,"Walker, Jason",,,,,,jaw140030,jason walker
SE,4381,0U1,1,1,5,6,7,3,3,4,3,2,1,,1,,,,,,"Paulk, Mark C","Nanda, Souradeep",,,,,mcp130030,mark paulk
SE,6388,MU1,,8,6,,1,,,,,,,,,,,,,,"Zhao, Yi","Song, Xiaoyu",,,,,zhao,yi zhao
SOC,1301,5U1,1,5,4,3,1,1,,1,,,1,,,,,,,,"Elsafadi, Hoda O",,,,,,hoe180000,
SOC,1306,0S1,11,6,1,,,,,,1,,,,,,,,,,"Lanham, Carol C",,,,,,ccl054000,carol lanham
SOC,4372,0U1,,2,1,6,5,,1,,,,,,,,,,,,"Briggs-Megafu, Tamnala E",,,,,,teb200000,
SPAU,3340,0H1,,5,,,7,,,1,,,2,,,,,,,,"Neale, Hannah D","Cullinan, McKenzie B",,,,,hxp121030,hannah pourchot neale
SPAU,3341,0W1,,2,1,1,4,1,,1,,1,,,,,,,,,"Fowler-Brookman, Stephanie L",,,,,,adw052000,andrea warner czyz
SPAU,3343,0U1,3,6,,,1,,,1,,,,,,,,,1,,"Mehta, Sonya","Thomas, Abbey L",,,,,wkatz,william katz
STAT,2332,0U1,3,2,2,1,1,1,2,2,2,1,,1,1,,,,,,"Jiang, Shengjie","Kim, Sungbum",,,,,tgw100020,tristan whalen
